country,state,year,quarter,entity_type,district&pin,registered_users
india,madhya-pradesh,2019,Q2,pincode,455001,98265
india,madhya-pradesh,2019,Q2,pincode,462001,75250
india,madhya-pradesh,2019,Q2,pincode,482001,74711
india,madhya-pradesh,2019,Q2,pincode,457001,70728
india,madhya-pradesh,2019,Q2,pincode,480001,69139
india,madhya-pradesh,2019,Q2,pincode,485001,66578
india,madhya-pradesh,2019,Q2,pincode,452016,65634
india,madhya-pradesh,2019,Q3,district,indore,1071598
india,madhya-pradesh,2019,Q3,district,bhopal,846170
india,madhya-pradesh,2019,Q3,district,gwalior,417846
india,madhya-pradesh,2019,Q3,district,jabalpur,380209
india,madhya-pradesh,2019,Q3,district,ujjain,280589
india,madhya-pradesh,2019,Q3,district,sagar,243729
india,madhya-pradesh,2019,Q3,district,rewa,232367
india,madhya-pradesh,2019,Q3,district,chhindwara,214945
india,madhya-pradesh,2019,Q3,district,dhar,214712
india,madhya-pradesh,2019,Q3,district,satna,203019
india,madhya-pradesh,2019,Q3,pincode,452001,122796
india,madhya-pradesh,2019,Q3,pincode,482002,119882
india,madhya-pradesh,2019,Q3,pincode,452010,110196
india,madhya-pradesh,2019,Q3,pincode,455001,109090
india,madhya-pradesh,2019,Q3,pincode,462001,85889
india,madhya-pradesh,2019,Q3,pincode,482001,85035
india,madhya-pradesh,2019,Q3,pincode,457001,80045
india,madhya-pradesh,2019,Q3,pincode,480001,77495
india,madhya-pradesh,2019,Q3,pincode,485001,74626
india,madhya-pradesh,2019,Q3,pincode,452016,73956
india,madhya-pradesh,2019,Q4,district,indore,1181500
india,madhya-pradesh,2019,Q4,district,bhopal,926576
india,madhya-pradesh,2019,Q4,district,gwalior,461960
india,madhya-pradesh,2019,Q4,district,jabalpur,422786
india,madhya-pradesh,2019,Q4,district,ujjain,314250
india,madhya-pradesh,2019,Q4,district,sagar,272650
india,madhya-pradesh,2019,Q4,district,rewa,260351
india,madhya-pradesh,2019,Q4,district,dhar,242108
india,madhya-pradesh,2019,Q4,district,chhindwara,240962
india,madhya-pradesh,2019,Q4,district,satna,228680
india,madhya-pradesh,2019,Q4,pincode,452001,134323
india,madhya-pradesh,2019,Q4,pincode,482002,134193
india,madhya-pradesh,2019,Q4,pincode,452010,120352
india,madhya-pradesh,2019,Q4,pincode,455001,120057
india,madhya-pradesh,2019,Q4,pincode,462001,96155
india,madhya-pradesh,2019,Q4,pincode,482001,93550
india,madhya-pradesh,2019,Q4,pincode,457001,89121
india,madhya-pradesh,2019,Q4,pincode,480001,85991
india,madhya-pradesh,2019,Q4,pincode,485001,82766
india,madhya-pradesh,2019,Q4,pincode,452016,81668
india,madhya-pradesh,2020,Q1,district,indore,1287857
india,madhya-pradesh,2020,Q1,district,bhopal,1003288
india,madhya-pradesh,2020,Q1,district,gwalior,506221
india,madhya-pradesh,2020,Q1,district,jabalpur,462069
india,madhya-pradesh,2020,Q1,district,ujjain,349476
india,madhya-pradesh,2020,Q1,district,sagar,299753
india,madhya-pradesh,2020,Q1,district,rewa,285832
india,madhya-pradesh,2020,Q1,district,dhar,270891
india,madhya-pradesh,2020,Q1,district,chhindwara,268008
india,madhya-pradesh,2020,Q1,district,satna,253988
india,madhya-pradesh,2020,Q1,pincode,482002,146207
india,madhya-pradesh,2020,Q1,pincode,452001,144699
india,madhya-pradesh,2020,Q1,pincode,455001,130830
india,madhya-pradesh,2020,Q1,pincode,452010,129645
india,madhya-pradesh,2020,Q1,pincode,462001,106091
india,madhya-pradesh,2020,Q1,pincode,482001,101513
india,madhya-pradesh,2020,Q1,pincode,457001,98886
india,madhya-pradesh,2020,Q1,pincode,480001,94636
india,madhya-pradesh,2020,Q1,pincode,485001,90615
india,madhya-pradesh,2020,Q1,pincode,452016,89460
india,madhya-pradesh,2020,Q2,district,indore,1410157
india,madhya-pradesh,2020,Q2,district,bhopal,1080094
india,madhya-pradesh,2020,Q2,district,gwalior,554377
india,madhya-pradesh,2020,Q2,district,jabalpur,507707
india,madhya-pradesh,2020,Q2,district,ujjain,395028
india,madhya-pradesh,2020,Q2,district,sagar,333878
india,madhya-pradesh,2020,Q2,district,rewa,313486
india,madhya-pradesh,2020,Q2,district,dhar,310389
india,madhya-pradesh,2020,Q2,district,chhindwara,302791
india,madhya-pradesh,2020,Q2,district,satna,281414
india,madhya-pradesh,2020,Q2,pincode,482002,158954
india,madhya-pradesh,2020,Q2,pincode,452001,153695
india,madhya-pradesh,2020,Q2,pincode,455001,144023
india,madhya-pradesh,2020,Q2,pincode,452010,139367
india,madhya-pradesh,2020,Q2,pincode,462001,116167
india,madhya-pradesh,2020,Q2,pincode,457001,111581
india,madhya-pradesh,2020,Q2,pincode,482001,110268
india,madhya-pradesh,2020,Q2,pincode,480001,104519
india,madhya-pradesh,2020,Q2,pincode,452016,98532
india,madhya-pradesh,2020,Q2,pincode,485001,98080
india,madhya-pradesh,2020,Q3,district,indore,1524036
india,madhya-pradesh,2020,Q3,district,bhopal,1162000
india,madhya-pradesh,2020,Q3,district,gwalior,603096
india,madhya-pradesh,2020,Q3,district,jabalpur,555235
india,madhya-pradesh,2020,Q3,district,ujjain,436068
india,madhya-pradesh,2020,Q3,district,sagar,368745
india,madhya-pradesh,2020,Q3,district,dhar,346394
india,madhya-pradesh,2020,Q3,district,rewa,343897
india,madhya-pradesh,2020,Q3,district,chhindwara,336306
india,madhya-pradesh,2020,Q3,district,satna,311884
india,madhya-pradesh,2020,Q3,pincode,482002,173274
india,madhya-pradesh,2020,Q3,pincode,452001,162767
india,madhya-pradesh,2020,Q3,pincode,455001,155823
india,madhya-pradesh,2020,Q3,pincode,452010,149318
india,madhya-pradesh,2020,Q3,pincode,462001,127166
india,madhya-pradesh,2020,Q3,pincode,457001,122974
india,madhya-pradesh,2020,Q3,pincode,482001,119294
india,madhya-pradesh,2020,Q3,pincode,480001,114237
india,madhya-pradesh,2020,Q3,pincode,485001,107317
india,madhya-pradesh,2020,Q3,pincode,452016,107084
india,madhya-pradesh,2020,Q4,district,indore,1645564
india,madhya-pradesh,2020,Q4,district,bhopal,1249343
india,madhya-pradesh,2020,Q4,district,gwalior,652985
india,madhya-pradesh,2020,Q4,district,jabalpur,604034
india,madhya-pradesh,2020,Q4,district,ujjain,475637
india,madhya-pradesh,2020,Q4,district,sagar,402006
india,madhya-pradesh,2020,Q4,district,dhar,382523
india,madhya-pradesh,2020,Q4,district,rewa,374099
india,madhya-pradesh,2020,Q4,district,chhindwara,370027
india,madhya-pradesh,2020,Q4,district,satna,340632
india,madhya-pradesh,2020,Q4,pincode,482002,188460
india,madhya-pradesh,2020,Q4,pincode,452001,173333
india,madhya-pradesh,2020,Q4,pincode,455001,167885
india,madhya-pradesh,2020,Q4,pincode,452010,160146
india,madhya-pradesh,2020,Q4,pincode,462001,138574
india,madhya-pradesh,2020,Q4,pincode,457001,134427
india,madhya-pradesh,2020,Q4,pincode,482001,128730
india,madhya-pradesh,2020,Q4,pincode,480001,124525
india,madhya-pradesh,2020,Q4,pincode,474001,116379
india,madhya-pradesh,2020,Q4,pincode,452016,116281
india,madhya-pradesh,2021,Q1,district,indore,1769869
india,madhya-pradesh,2021,Q1,district,bhopal,1340741
india,madhya-pradesh,2021,Q1,district,gwalior,703232
india,madhya-pradesh,2021,Q1,district,jabalpur,650087
india,madhya-pradesh,2021,Q1,district,ujjain,513868
india,madhya-pradesh,2021,Q1,district,sagar,432938
india,madhya-pradesh,2021,Q1,district,dhar,415117
india,madhya-pradesh,2021,Q1,district,rewa,403013
india,madhya-pradesh,2021,Q1,district,chhindwara,399276
india,madhya-pradesh,2021,Q1,district,satna,368299
india,madhya-pradesh,2021,Q1,pincode,482002,202915
india,madhya-pradesh,2021,Q1,pincode,452001,185582
india,madhya-pradesh,2021,Q1,pincode,455001,180488
india,madhya-pradesh,2021,Q1,pincode,452010,171754
india,madhya-pradesh,2021,Q1,pincode,462001,149137
india,madhya-pradesh,2021,Q1,pincode,457001,145248
india,madhya-pradesh,2021,Q1,pincode,482001,138100
india,madhya-pradesh,2021,Q1,pincode,480001,134163
india,madhya-pradesh,2021,Q1,pincode,474001,125599
india,madhya-pradesh,2021,Q1,pincode,485001,125104
india,madhya-pradesh,2021,Q2,district,indore,1892259
india,madhya-pradesh,2021,Q2,district,bhopal,1431127
india,madhya-pradesh,2021,Q2,district,gwalior,753172
india,madhya-pradesh,2021,Q2,district,jabalpur,695130
india,madhya-pradesh,2021,Q2,district,ujjain,552204
india,madhya-pradesh,2021,Q2,district,sagar,464791
india,madhya-pradesh,2021,Q2,district,dhar,447074
india,madhya-pradesh,2021,Q2,district,rewa,432682
india,madhya-pradesh,2021,Q2,district,chhindwara,428800
india,madhya-pradesh,2021,Q2,district,satna,395440
india,madhya-pradesh,2021,Q2,pincode,482002,216522
india,madhya-pradesh,2021,Q2,pincode,452001,198059
india,madhya-pradesh,2021,Q2,pincode,455001,193208
india,madhya-pradesh,2021,Q2,pincode,452010,183345
india,madhya-pradesh,2021,Q2,pincode,462001,159236
india,madhya-pradesh,2021,Q2,pincode,457001,155865
india,madhya-pradesh,2021,Q2,pincode,482001,147363
india,madhya-pradesh,2021,Q2,pincode,480001,143414
india,madhya-pradesh,2021,Q2,pincode,474001,134469
india,madhya-pradesh,2021,Q2,pincode,485001,133879
india,madhya-pradesh,2021,Q3,district,indore,2028266
india,madhya-pradesh,2021,Q3,district,bhopal,1531544
india,madhya-pradesh,2021,Q3,district,gwalior,809887
india,madhya-pradesh,2021,Q3,district,jabalpur,745631
india,madhya-pradesh,2021,Q3,district,ujjain,596195
india,madhya-pradesh,2021,Q3,district,sagar,501819
india,madhya-pradesh,2021,Q3,district,dhar,483901
india,madhya-pradesh,2021,Q3,district,rewa,466895
india,madhya-pradesh,2021,Q3,district,chhindwara,462834
india,madhya-pradesh,2021,Q3,district,satna,426929
india,madhya-pradesh,2021,Q3,pincode,482002,231582
india,madhya-pradesh,2021,Q3,pincode,452001,211664
india,madhya-pradesh,2021,Q3,pincode,455001,207599
india,madhya-pradesh,2021,Q3,pincode,452010,196173
india,madhya-pradesh,2021,Q3,pincode,462001,170393
india,madhya-pradesh,2021,Q3,pincode,457001,167859
india,madhya-pradesh,2021,Q3,pincode,482001,157536
india,madhya-pradesh,2021,Q3,pincode,480001,153878
india,madhya-pradesh,2021,Q3,pincode,474001,144518
india,madhya-pradesh,2021,Q3,pincode,485001,143700
india,madhya-pradesh,2021,Q4,district,indore,2164101
india,madhya-pradesh,2021,Q4,district,bhopal,1633266
india,madhya-pradesh,2021,Q4,district,gwalior,866561
india,madhya-pradesh,2021,Q4,district,jabalpur,796148
india,madhya-pradesh,2021,Q4,district,ujjain,639197
india,madhya-pradesh,2021,Q4,district,sagar,538447
india,madhya-pradesh,2021,Q4,district,dhar,519970
india,madhya-pradesh,2021,Q4,district,rewa,500513
india,madhya-pradesh,2021,Q4,district,chhindwara,495990
india,madhya-pradesh,2021,Q4,district,satna,457858
india,madhya-pradesh,2021,Q4,pincode,482002,246911
india,madhya-pradesh,2021,Q4,pincode,452001,225433
india,madhya-pradesh,2021,Q4,pincode,455001,222066
india,madhya-pradesh,2021,Q4,pincode,452010,208931
india,madhya-pradesh,2021,Q4,pincode,462001,181784
india,madhya-pradesh,2021,Q4,pincode,457001,179603
india,madhya-pradesh,2021,Q4,pincode,482001,167796
india,madhya-pradesh,2021,Q4,pincode,480001,164329
india,madhya-pradesh,2021,Q4,pincode,474001,154609
india,madhya-pradesh,2021,Q4,pincode,485001,153628
india,madhya-pradesh,2022,Q1,district,indore,2291709
india,madhya-pradesh,2022,Q1,district,bhopal,1729248
india,madhya-pradesh,2022,Q1,district,gwalior,919789
india,madhya-pradesh,2022,Q1,district,jabalpur,844191
india,madhya-pradesh,2022,Q1,district,ujjain,680599
india,madhya-pradesh,2022,Q1,district,sagar,573791
india,madhya-pradesh,2022,Q1,district,dhar,554545
india,madhya-pradesh,2022,Q1,district,rewa,533627
india,madhya-pradesh,2022,Q1,district,chhindwara,528140
india,madhya-pradesh,2022,Q1,district,satna,488378
india,madhya-pradesh,2022,Q1,pincode,482002,261115
india,madhya-pradesh,2022,Q1,pincode,452001,238296
india,madhya-pradesh,2022,Q1,pincode,455001,235768
india,madhya-pradesh,2022,Q1,pincode,452010,220888
india,madhya-pradesh,2022,Q1,pincode,462001,192336
india,madhya-pradesh,2022,Q1,pincode,457001,190837
india,madhya-pradesh,2022,Q1,pincode,482001,177586
india,madhya-pradesh,2022,Q1,pincode,480001,174161
india,madhya-pradesh,2022,Q1,pincode,474001,164039
india,madhya-pradesh,2022,Q1,pincode,485001,163020
india,madhya-pradesh,2022,Q2,district,indore,2412576
india,madhya-pradesh,2022,Q2,district,bhopal,1820625
india,madhya-pradesh,2022,Q2,district,gwalior,970340
india,madhya-pradesh,2022,Q2,district,jabalpur,889518
india,madhya-pradesh,2022,Q2,district,ujjain,719339
india,madhya-pradesh,2022,Q2,district,sagar,605733
india,madhya-pradesh,2022,Q2,district,dhar,586670
india,madhya-pradesh,2022,Q2,district,rewa,564327
india,madhya-pradesh,2022,Q2,district,chhindwara,557958
india,madhya-pradesh,2022,Q2,district,satna,516107
india,madhya-pradesh,2022,Q2,pincode,482002,274815
india,madhya-pradesh,2022,Q2,pincode,452001,250461
india,madhya-pradesh,2022,Q2,pincode,455001,248656
india,madhya-pradesh,2022,Q2,pincode,452010,232223
india,madhya-pradesh,2022,Q2,pincode,462001,202395
india,madhya-pradesh,2022,Q2,pincode,457001,201497
india,madhya-pradesh,2022,Q2,pincode,482001,186815
india,madhya-pradesh,2022,Q2,pincode,480001,183624
india,madhya-pradesh,2022,Q2,pincode,474001,173002
india,madhya-pradesh,2022,Q2,pincode,485001,172044
india,madhya-pradesh,2022,Q3,district,indore,2537328
india,madhya-pradesh,2022,Q3,district,bhopal,1915532
india,madhya-pradesh,2022,Q3,district,gwalior,1022539
india,madhya-pradesh,2022,Q3,district,jabalpur,935649
india,madhya-pradesh,2022,Q3,district,ujjain,758373
india,madhya-pradesh,2022,Q3,district,sagar,638100
india,madhya-pradesh,2022,Q3,district,dhar,618777
india,madhya-pradesh,2022,Q3,district,rewa,594588
india,madhya-pradesh,2022,Q3,district,chhindwara,587412
india,madhya-pradesh,2022,Q3,district,satna,544011
india,madhya-pradesh,2022,Q3,pincode,482002,288913
india,madhya-pradesh,2022,Q3,pincode,452001,263235
india,madhya-pradesh,2022,Q3,pincode,455001,262081
india,madhya-pradesh,2022,Q3,pincode,452010,243950
india,madhya-pradesh,2022,Q3,pincode,462001,212978
india,madhya-pradesh,2022,Q3,pincode,457001,212433
india,madhya-pradesh,2022,Q3,pincode,482001,196282
india,madhya-pradesh,2022,Q3,pincode,480001,193259
india,madhya-pradesh,2022,Q3,pincode,474001,182361
india,madhya-pradesh,2022,Q3,pincode,485001,181296
india,madhya-pradesh,2022,Q4,district,indore,2660518
india,madhya-pradesh,2022,Q4,district,bhopal,2009655
india,madhya-pradesh,2022,Q4,district,gwalior,1073648
india,madhya-pradesh,2022,Q4,district,jabalpur,980428
india,madhya-pradesh,2022,Q4,district,ujjain,794711
india,madhya-pradesh,2022,Q4,district,sagar,667526
india,madhya-pradesh,2022,Q4,district,dhar,648535
india,madhya-pradesh,2022,Q4,district,rewa,622122
india,madhya-pradesh,2022,Q4,district,chhindwara,613456
india,madhya-pradesh,2022,Q4,district,satna,569320
india,madhya-pradesh,2022,Q4,pincode,482002,303133
india,madhya-pradesh,2022,Q4,pincode,452001,276072
india,madhya-pradesh,2022,Q4,pincode,455001,274876
india,madhya-pradesh,2022,Q4,pincode,452010,255626
india,madhya-pradesh,2022,Q4,pincode,462001,223606
india,madhya-pradesh,2022,Q4,pincode,457001,223077
india,madhya-pradesh,2022,Q4,pincode,482001,205810
india,madhya-pradesh,2022,Q4,pincode,480001,202602
india,madhya-pradesh,2022,Q4,pincode,474001,191690
india,madhya-pradesh,2022,Q4,pincode,485001,190477
india,maharashtra,2018,Q1,district,pune,1211643
india,maharashtra,2018,Q1,district,mumbai suburban,719300
india,maharashtra,2018,Q1,district,thane,631864
india,maharashtra,2018,Q1,district,nashik,321402
india,maharashtra,2018,Q1,district,nagpur,280007
india,maharashtra,2018,Q1,district,aurangabad,266324
india,maharashtra,2018,Q1,district,mumbai,233538
india,maharashtra,2018,Q1,district,ahmednagar,197473
india,maharashtra,2018,Q1,district,solapur,190033
india,maharashtra,2018,Q1,district,raigad,173015
india,maharashtra,2018,Q1,pincode,410501,55174
india,maharashtra,2018,Q1,pincode,411057,54638
india,maharashtra,2018,Q1,pincode,411033,53647
india,maharashtra,2018,Q1,pincode,411014,52495
india,maharashtra,2018,Q1,pincode,431003,49627
india,maharashtra,2018,Q1,pincode,421302,48926
india,maharashtra,2018,Q1,pincode,421201,46211
india,maharashtra,2018,Q1,pincode,410206,44726
india,maharashtra,2018,Q1,pincode,411041,41663
india,maharashtra,2018,Q1,pincode,411046,41385
india,maharashtra,2018,Q2,district,pune,1592293
india,maharashtra,2018,Q2,district,mumbai suburban,957633
india,maharashtra,2018,Q2,district,thane,861292
india,maharashtra,2018,Q2,district,nashik,436668
india,maharashtra,2018,Q2,district,nagpur,380425
india,maharashtra,2018,Q2,district,aurangabad,347838
india,maharashtra,2018,Q2,district,mumbai,319588
india,maharashtra,2018,Q2,district,ahmednagar,268520
india,maharashtra,2018,Q2,district,solapur,259084
india,maharashtra,2018,Q2,district,palghar,239053
india,maharashtra,2018,Q2,pincode,410501,72841
india,maharashtra,2018,Q2,pincode,411057,69458
india,maharashtra,2018,Q2,pincode,411033,68851
india,maharashtra,2018,Q2,pincode,411014,68126
india,maharashtra,2018,Q2,pincode,421302,68039
india,maharashtra,2018,Q2,pincode,431003,64163
india,maharashtra,2018,Q2,pincode,421201,62765
india,maharashtra,2018,Q2,pincode,410206,61067
india,maharashtra,2018,Q2,pincode,411046,54537
india,maharashtra,2018,Q2,pincode,411041,53923
india,maharashtra,2018,Q3,district,pune,1974138
india,maharashtra,2018,Q3,district,mumbai suburban,1218632
india,maharashtra,2018,Q3,district,thane,1104206
india,maharashtra,2018,Q3,district,nashik,552556
india,maharashtra,2018,Q3,district,nagpur,487280
india,maharashtra,2018,Q3,district,aurangabad,428394
india,maharashtra,2018,Q3,district,mumbai,410878
india,maharashtra,2018,Q3,district,ahmednagar,344804
india,maharashtra,2018,Q3,district,solapur,331428
india,maharashtra,2018,Q3,district,palghar,312322
india,maharashtra,2018,Q3,pincode,410501,91512
india,maharashtra,2018,Q3,pincode,421302,88889
india,maharashtra,2018,Q3,pincode,411057,84490
india,maharashtra,2018,Q3,pincode,411014,84300
india,maharashtra,2018,Q3,pincode,411033,82739
india,maharashtra,2018,Q3,pincode,421201,80013
india,maharashtra,2018,Q3,pincode,410206,77756
india,maharashtra,2018,Q3,pincode,431003,76860
india,maharashtra,2018,Q3,pincode,400072,67915
india,maharashtra,2018,Q3,pincode,411046,67300
india,maharashtra,2018,Q4,district,pune,2498852
india,maharashtra,2018,Q4,district,mumbai suburban,1578487
india,maharashtra,2018,Q4,district,thane,1473811
india,maharashtra,2018,Q4,district,nashik,698343
india,maharashtra,2018,Q4,district,nagpur,627317
india,maharashtra,2018,Q4,district,mumbai,543353
india,maharashtra,2018,Q4,district,aurangabad,534477
india,maharashtra,2018,Q4,district,ahmednagar,439246
india,maharashtra,2018,Q4,district,solapur,419060
india,maharashtra,2018,Q4,district,palghar,414825
india,maharashtra,2018,Q4,pincode,421302,130390
india,maharashtra,2018,Q4,pincode,410501,113676
india,maharashtra,2018,Q4,pincode,421201,106288
india,maharashtra,2018,Q4,pincode,411014,106132
india,maharashtra,2018,Q4,pincode,411057,103325
india,maharashtra,2018,Q4,pincode,410206,102393
india,maharashtra,2018,Q4,pincode,411033,102306
india,maharashtra,2018,Q4,pincode,431003,93461
india,maharashtra,2018,Q4,pincode,411028,88343
india,maharashtra,2018,Q4,pincode,400072,87905
india,maharashtra,2019,Q1,district,pune,3038402
india,maharashtra,2019,Q1,district,mumbai suburban,1901210
india,maharashtra,2019,Q1,district,thane,1834051
india,maharashtra,2019,Q1,district,nashik,853648
india,maharashtra,2019,Q1,district,nagpur,765612
india,maharashtra,2019,Q1,district,mumbai,670094
india,maharashtra,2019,Q1,district,aurangabad,644687
india,maharashtra,2019,Q1,district,ahmednagar,532651
india,maharashtra,2019,Q1,district,palghar,521918
india,maharashtra,2019,Q1,district,raigad,509108
india,maharashtra,2019,Q1,pincode,421302,164019
india,maharashtra,2019,Q1,pincode,410501,137359
india,maharashtra,2019,Q1,pincode,421201,133341
india,maharashtra,2019,Q1,pincode,410206,129314
india,maharashtra,2019,Q1,pincode,411014,126623
india,maharashtra,2019,Q1,pincode,411033,123678
india,maharashtra,2019,Q1,pincode,411057,120482
india,maharashtra,2019,Q1,pincode,431003,110778
india,maharashtra,2019,Q1,pincode,400072,105695
india,maharashtra,2019,Q1,pincode,411028,105603
india,maharashtra,2019,Q2,district,pune,3514081
india,maharashtra,2019,Q2,district,mumbai suburban,2151657
india,maharashtra,2019,Q2,district,thane,2118406
india,maharashtra,2019,Q2,district,nashik,995687
india,maharashtra,2019,Q2,district,nagpur,887042
india,maharashtra,2019,Q2,district,mumbai,785480
india,maharashtra,2019,Q2,district,aurangabad,736863
india,maharashtra,2019,Q2,district,ahmednagar,614812
india,maharashtra,2019,Q2,district,palghar,608184
india,maharashtra,2019,Q2,district,raigad,594675
india,maharashtra,2019,Q2,pincode,421302,190214
india,maharashtra,2019,Q2,pincode,410501,156028
india,maharashtra,2019,Q2,pincode,421201,153146
india,maharashtra,2019,Q2,pincode,410206,151268
india,maharashtra,2019,Q2,pincode,411014,143887
india,maharashtra,2019,Q2,pincode,411033,141507
india,maharashtra,2019,Q2,pincode,411057,134886
india,maharashtra,2019,Q2,pincode,431003,124330
india,maharashtra,2019,Q2,pincode,411046,122222
india,maharashtra,2019,Q2,pincode,411028,120199
india,maharashtra,2019,Q3,district,pune,4004991
india,maharashtra,2019,Q3,district,mumbai suburban,2407754
india,maharashtra,2019,Q3,district,thane,2396815
india,maharashtra,2019,Q3,district,nashik,1155897
india,maharashtra,2019,Q3,district,nagpur,1015333
india,maharashtra,2019,Q3,district,mumbai,889541
india,maharashtra,2019,Q3,district,aurangabad,841802
india,maharashtra,2019,Q3,district,ahmednagar,705492
india,maharashtra,2019,Q3,district,palghar,691229
india,maharashtra,2019,Q3,district,raigad,679155
india,maharashtra,2019,Q3,pincode,421302,217009
india,maharashtra,2019,Q3,pincode,410501,175465
india,maharashtra,2019,Q3,pincode,410206,172371
india,maharashtra,2019,Q3,pincode,421201,171833
india,maharashtra,2019,Q3,pincode,411014,160987
india,maharashtra,2019,Q3,pincode,411033,159530
india,maharashtra,2019,Q3,pincode,411057,149071
india,maharashtra,2019,Q3,pincode,411046,140288
india,maharashtra,2019,Q3,pincode,431003,139768
india,maharashtra,2019,Q3,pincode,411028,134946
india,maharashtra,2019,Q4,district,pune,4416899
india,maharashtra,2019,Q4,district,thane,2638051
india,maharashtra,2019,Q4,district,mumbai suburban,2630360
india,maharashtra,2019,Q4,district,nashik,1304611
india,maharashtra,2019,Q4,district,nagpur,1134480
india,maharashtra,2019,Q4,district,mumbai,973018
india,maharashtra,2019,Q4,district,aurangabad,947081
india,maharashtra,2019,Q4,district,ahmednagar,805271
india,maharashtra,2019,Q4,district,palghar,767925
india,maharashtra,2019,Q4,district,raigad,754910
india,maharashtra,2019,Q4,pincode,421302,243170
india,maharashtra,2019,Q4,pincode,410501,194467
india,maharashtra,2019,Q4,pincode,410206,190844
india,maharashtra,2019,Q4,pincode,421201,186756
india,maharashtra,2019,Q4,pincode,411014,174293
india,maharashtra,2019,Q4,pincode,411033,173559
india,maharashtra,2019,Q4,pincode,411057,159468
india,maharashtra,2019,Q4,pincode,411046,154739
india,maharashtra,2019,Q4,pincode,431003,154167
india,maharashtra,2019,Q4,pincode,411028,146715
india,maharashtra,2020,Q1,district,pune,4802397
india,maharashtra,2020,Q1,district,thane,2878073
india,maharashtra,2020,Q1,district,mumbai suburban,2843378
india,maharashtra,2020,Q1,district,nashik,1448324
india,maharashtra,2020,Q1,district,nagpur,1251510
india,maharashtra,2020,Q1,district,mumbai,1054509
india,maharashtra,2020,Q1,district,aurangabad,1046306
india,maharashtra,2020,Q1,district,ahmednagar,905962
india,maharashtra,2020,Q1,district,palghar,848560
india,maharashtra,2020,Q1,district,raigad,830643
india,maharashtra,2020,Q1,pincode,421302,270275
india,maharashtra,2020,Q1,pincode,410501,212525
india,maharashtra,2020,Q1,pincode,410206,208988
india,maharashtra,2020,Q1,pincode,421201,201500
india,maharashtra,2020,Q1,pincode,411014,186363
india,maharashtra,2020,Q1,pincode,411033,186165
india,maharashtra,2020,Q1,pincode,411046,168527
india,maharashtra,2020,Q1,pincode,411057,168309
india,maharashtra,2020,Q1,pincode,431003,166778
india,maharashtra,2020,Q1,pincode,411028,157439
india,maharashtra,2020,Q2,district,pune,5144688
india,maharashtra,2020,Q2,district,thane,3135101
india,maharashtra,2020,Q2,district,mumbai suburban,3060916
india,maharashtra,2020,Q2,district,nashik,1602650
india,maharashtra,2020,Q2,district,nagpur,1377642
india,maharashtra,2020,Q2,district,aurangabad,1142730
india,maharashtra,2020,Q2,district,mumbai,1141566
india,maharashtra,2020,Q2,district,ahmednagar,1014520
india,maharashtra,2020,Q2,district,palghar,947121
india,maharashtra,2020,Q2,district,solapur,918756
india,maharashtra,2020,Q2,pincode,421302,298762
india,maharashtra,2020,Q2,pincode,410206,228984
india,maharashtra,2020,Q2,pincode,410501,227567
india,maharashtra,2020,Q2,pincode,421201,219871
india,maharashtra,2020,Q2,pincode,411033,196984
india,maharashtra,2020,Q2,pincode,411014,195723
india,maharashtra,2020,Q2,pincode,411046,180438
india,maharashtra,2020,Q2,pincode,431003,179082
india,maharashtra,2020,Q2,pincode,411057,174526
india,maharashtra,2020,Q2,pincode,421301,171283
india,maharashtra,2020,Q3,district,pune,5546002
india,maharashtra,2020,Q3,district,thane,3401853
india,maharashtra,2020,Q3,district,mumbai suburban,3304696
india,maharashtra,2020,Q3,district,nashik,1752191
india,maharashtra,2020,Q3,district,nagpur,1502777
india,maharashtra,2020,Q3,district,aurangabad,1244879
india,maharashtra,2020,Q3,district,mumbai,1234355
india,maharashtra,2020,Q3,district,ahmednagar,1123648
india,maharashtra,2020,Q3,district,palghar,1034468
india,maharashtra,2020,Q3,district,solapur,1012518
india,maharashtra,2020,Q3,pincode,421302,328833
india,maharashtra,2020,Q3,pincode,410206,249631
india,maharashtra,2020,Q3,pincode,410501,246816
india,maharashtra,2020,Q3,pincode,421201,237605
india,maharashtra,2020,Q3,pincode,411033,210139
india,maharashtra,2020,Q3,pincode,411014,207577
india,maharashtra,2020,Q3,pincode,411046,194368
india,maharashtra,2020,Q3,pincode,431003,192623
india,maharashtra,2020,Q3,pincode,421301,186022
india,maharashtra,2020,Q3,pincode,411057,183054
india,maharashtra,2020,Q4,district,pune,6033615
india,maharashtra,2020,Q4,district,thane,3727358
india,maharashtra,2020,Q4,district,mumbai suburban,3609970
india,maharashtra,2020,Q4,district,nashik,1907318
india,maharashtra,2020,Q4,district,nagpur,1637270
india,maharashtra,2020,Q4,district,aurangabad,1355656
india,maharashtra,2020,Q4,district,mumbai,1347356
india,maharashtra,2020,Q4,district,ahmednagar,1237321
india,maharashtra,2020,Q4,district,palghar,1136061
india,maharashtra,2020,Q4,district,solapur,1113260
india,maharashtra,2020,Q4,pincode,421302,365506
india,maharashtra,2020,Q4,pincode,410206,275019
india,maharashtra,2020,Q4,pincode,410501,272167
india,maharashtra,2020,Q4,pincode,421201,259489
india,maharashtra,2020,Q4,pincode,411033,226460
india,maharashtra,2020,Q4,pincode,411014,223378
india,maharashtra,2020,Q4,pincode,411046,211381
