country,state,year,quarter,states,registered_users,apps_opened
india,arunachal-pradesh,2019,Q1,east siang district,5899,0
india,arunachal-pradesh,2019,Q1,upper subansiri district,1906,0
india,arunachal-pradesh,2019,Q1,tawang district,5023,0
india,arunachal-pradesh,2019,Q1,namsai district,3153,0
india,arunachal-pradesh,2019,Q2,lower subansiri district,2463,11644
india,arunachal-pradesh,2019,Q2,tirap district,2697,12779
india,arunachal-pradesh,2019,Q2,papum pare district,32800,163673
india,arunachal-pradesh,2019,Q2,anjaw district,1175,4993
india,arunachal-pradesh,2019,Q2,lower siang district,1457,7737
india,arunachal-pradesh,2019,Q2,dibang valley district,241,258
india,arunachal-pradesh,2019,Q2,west kameng district,9782,73944
india,arunachal-pradesh,2019,Q2,shi yomi district,225,24
india,arunachal-pradesh,2019,Q2,east kameng district,1075,4146
india,arunachal-pradesh,2019,Q2,lohit district,5485,32550
india,arunachal-pradesh,2019,Q2,lepa rada district,903,4196
india,arunachal-pradesh,2019,Q2,lower dibang valley district,2842,12669
india,arunachal-pradesh,2019,Q2,longding district,1420,13256
india,arunachal-pradesh,2019,Q2,west siang district,3393,15972
india,arunachal-pradesh,2019,Q2,kamle district,212,972
india,arunachal-pradesh,2019,Q2,upper siang district,1372,2710
india,arunachal-pradesh,2019,Q2,kurung kumey district,481,2171
india,arunachal-pradesh,2019,Q2,siang district,831,3209
india,arunachal-pradesh,2019,Q2,kra daadi district,440,2639
india,arunachal-pradesh,2019,Q2,changlang district,6884,37725
india,arunachal-pradesh,2019,Q2,pakke kessang district,211,1237
india,arunachal-pradesh,2019,Q2,east siang district,7319,34596
india,arunachal-pradesh,2019,Q2,upper subansiri district,2355,9043
india,arunachal-pradesh,2019,Q2,tawang district,5908,32103
india,arunachal-pradesh,2019,Q2,namsai district,3914,18627
india,arunachal-pradesh,2019,Q3,lower subansiri district,2928,42877
india,arunachal-pradesh,2019,Q3,tirap district,3099,49222
india,arunachal-pradesh,2019,Q3,papum pare district,38845,582435
india,arunachal-pradesh,2019,Q3,anjaw district,1358,19509
india,arunachal-pradesh,2019,Q3,lower siang district,1689,25736
india,arunachal-pradesh,2019,Q3,dibang valley district,271,1436
india,arunachal-pradesh,2019,Q3,west kameng district,11186,260068
india,arunachal-pradesh,2019,Q3,shi yomi district,239,158
india,arunachal-pradesh,2019,Q3,east kameng district,1304,19974
india,arunachal-pradesh,2019,Q3,lohit district,6421,112322
india,arunachal-pradesh,2019,Q3,lepa rada district,1064,13695
india,arunachal-pradesh,2019,Q3,lower dibang valley district,3398,43057
india,arunachal-pradesh,2019,Q3,longding district,1634,46571
india,arunachal-pradesh,2019,Q3,west siang district,4101,64241
india,arunachal-pradesh,2019,Q3,kamle district,258,3686
india,arunachal-pradesh,2019,Q3,upper siang district,1486,8960
india,arunachal-pradesh,2019,Q3,kurung kumey district,572,8396
india,arunachal-pradesh,2019,Q3,siang district,948,13437
india,arunachal-pradesh,2019,Q3,kra daadi district,524,11363
india,arunachal-pradesh,2019,Q3,changlang district,8145,139098
india,arunachal-pradesh,2019,Q3,pakke kessang district,244,5099
india,arunachal-pradesh,2019,Q3,east siang district,8571,118071
india,arunachal-pradesh,2019,Q3,upper subansiri district,2748,35114
india,arunachal-pradesh,2019,Q3,tawang district,6553,114907
india,arunachal-pradesh,2019,Q3,namsai district,4563,72268
india,arunachal-pradesh,2019,Q4,lower subansiri district,3564,53396
india,arunachal-pradesh,2019,Q4,tirap district,3605,67097
india,arunachal-pradesh,2019,Q4,papum pare district,44746,670934
india,arunachal-pradesh,2019,Q4,anjaw district,1564,23729
india,arunachal-pradesh,2019,Q4,lower siang district,1921,28156
india,arunachal-pradesh,2019,Q4,dibang valley district,289,1738
india,arunachal-pradesh,2019,Q4,west kameng district,12562,313584
india,arunachal-pradesh,2019,Q4,shi yomi district,266,880
india,arunachal-pradesh,2019,Q4,east kameng district,1623,27850
india,arunachal-pradesh,2019,Q4,lohit district,7386,129353
india,arunachal-pradesh,2019,Q4,lepa rada district,1263,20798
india,arunachal-pradesh,2019,Q4,lower dibang valley district,3944,50034
india,arunachal-pradesh,2019,Q4,longding district,1847,48945
india,arunachal-pradesh,2019,Q4,west siang district,4773,70790
india,arunachal-pradesh,2019,Q4,kamle district,323,5098
india,arunachal-pradesh,2019,Q4,upper siang district,1804,26060
india,arunachal-pradesh,2019,Q4,kurung kumey district,653,7904
india,arunachal-pradesh,2019,Q4,siang district,1131,19220
india,arunachal-pradesh,2019,Q4,kra daadi district,603,13700
india,arunachal-pradesh,2019,Q4,changlang district,9662,152680
india,arunachal-pradesh,2019,Q4,pakke kessang district,296,5981
india,arunachal-pradesh,2019,Q4,east siang district,9859,132534
india,arunachal-pradesh,2019,Q4,upper subansiri district,3144,42354
india,arunachal-pradesh,2019,Q4,tawang district,7303,139898
india,arunachal-pradesh,2019,Q4,namsai district,5190,87627
india,arunachal-pradesh,2020,Q1,lower subansiri district,4351,72887
india,arunachal-pradesh,2020,Q1,tirap district,4261,76554
india,arunachal-pradesh,2020,Q1,papum pare district,51342,819599
india,arunachal-pradesh,2020,Q1,anjaw district,1747,25453
india,arunachal-pradesh,2020,Q1,lower siang district,2201,35216
india,arunachal-pradesh,2020,Q1,dibang valley district,320,2195
india,arunachal-pradesh,2020,Q1,west kameng district,13983,332479
india,arunachal-pradesh,2020,Q1,shi yomi district,290,989
india,arunachal-pradesh,2020,Q1,east kameng district,1962,37103
india,arunachal-pradesh,2020,Q1,lohit district,8454,159158
india,arunachal-pradesh,2020,Q1,lepa rada district,1532,28280
india,arunachal-pradesh,2020,Q1,lower dibang valley district,4650,71091
india,arunachal-pradesh,2020,Q1,longding district,2201,58817
india,arunachal-pradesh,2020,Q1,west siang district,5757,97255
india,arunachal-pradesh,2020,Q1,kamle district,373,7135
india,arunachal-pradesh,2020,Q1,upper siang district,2143,37600
india,arunachal-pradesh,2020,Q1,kurung kumey district,725,11471
india,arunachal-pradesh,2020,Q1,siang district,1390,24530
india,arunachal-pradesh,2020,Q1,kra daadi district,701,16770
india,arunachal-pradesh,2020,Q1,changlang district,11262,201632
india,arunachal-pradesh,2020,Q1,pakke kessang district,371,9758
india,arunachal-pradesh,2020,Q1,east siang district,11298,167166
india,arunachal-pradesh,2020,Q1,upper subansiri district,3675,56522
india,arunachal-pradesh,2020,Q1,tawang district,8048,138728
india,arunachal-pradesh,2020,Q1,namsai district,6029,109933
india,arunachal-pradesh,2020,Q2,lower subansiri district,5392,108893
india,arunachal-pradesh,2020,Q2,tirap district,5239,114770
india,arunachal-pradesh,2020,Q2,papum pare district,59968,932769
india,arunachal-pradesh,2020,Q2,anjaw district,1961,34903
india,arunachal-pradesh,2020,Q2,lower siang district,2644,48738
india,arunachal-pradesh,2020,Q2,dibang valley district,367,4076
india,arunachal-pradesh,2020,Q2,west kameng district,15766,394250
india,arunachal-pradesh,2020,Q2,shi yomi district,320,1597
india,arunachal-pradesh,2020,Q2,east kameng district,2506,53112
india,arunachal-pradesh,2020,Q2,lohit district,10154,219948
india,arunachal-pradesh,2020,Q2,lepa rada district,1890,38098
india,arunachal-pradesh,2020,Q2,lower dibang valley district,5782,110670
india,arunachal-pradesh,2020,Q2,longding district,2751,86086
india,arunachal-pradesh,2020,Q2,west siang district,7239,147515
india,arunachal-pradesh,2020,Q2,kamle district,509,11566
india,arunachal-pradesh,2020,Q2,upper siang district,2552,54123
india,arunachal-pradesh,2020,Q2,kurung kumey district,834,16738
india,arunachal-pradesh,2020,Q2,siang district,1831,40101
india,arunachal-pradesh,2020,Q2,kra daadi district,870,25480
india,arunachal-pradesh,2020,Q2,changlang district,14036,293705
india,arunachal-pradesh,2020,Q2,pakke kessang district,438,13500
india,arunachal-pradesh,2020,Q2,east siang district,13601,235755
india,arunachal-pradesh,2020,Q2,upper subansiri district,4465,80310
india,arunachal-pradesh,2020,Q2,tawang district,8993,170812
india,arunachal-pradesh,2020,Q2,namsai district,7426,149491
india,arunachal-pradesh,2020,Q3,lower subansiri district,6456,117359
india,arunachal-pradesh,2020,Q3,tirap district,6119,125437
india,arunachal-pradesh,2020,Q3,papum pare district,69419,1157730
india,arunachal-pradesh,2020,Q3,anjaw district,2226,42320
india,arunachal-pradesh,2020,Q3,lower siang district,2983,51520
india,arunachal-pradesh,2020,Q3,dibang valley district,411,4634
india,arunachal-pradesh,2020,Q3,west kameng district,17636,461190
india,arunachal-pradesh,2020,Q3,shi yomi district,337,2788
india,arunachal-pradesh,2020,Q3,east kameng district,3169,63062
india,arunachal-pradesh,2020,Q3,lohit district,11755,264444
india,arunachal-pradesh,2020,Q3,lepa rada district,2304,47233
india,arunachal-pradesh,2020,Q3,lower dibang valley district,6799,117752
india,arunachal-pradesh,2020,Q3,longding district,3277,91330
india,arunachal-pradesh,2020,Q3,west siang district,8623,158496
india,arunachal-pradesh,2020,Q3,kamle district,639,12196
india,arunachal-pradesh,2020,Q3,upper siang district,3011,59246
india,arunachal-pradesh,2020,Q3,kurung kumey district,1025,18583
india,arunachal-pradesh,2020,Q3,siang district,2225,42723
india,arunachal-pradesh,2020,Q3,kra daadi district,1026,29126
india,arunachal-pradesh,2020,Q3,changlang district,16385,326045
india,arunachal-pradesh,2020,Q3,pakke kessang district,508,11721
india,arunachal-pradesh,2020,Q3,east siang district,15921,302165
india,arunachal-pradesh,2020,Q3,upper subansiri district,5295,106598
india,arunachal-pradesh,2020,Q3,tawang district,9944,224583
india,arunachal-pradesh,2020,Q3,namsai district,8553,165140
india,arunachal-pradesh,2020,Q4,lower subansiri district,7388,124398
india,arunachal-pradesh,2020,Q4,tirap district,6805,134124
india,arunachal-pradesh,2020,Q4,papum pare district,77936,1397025
india,arunachal-pradesh,2020,Q4,anjaw district,2485,61121
india,arunachal-pradesh,2020,Q4,lower siang district,3320,54476
india,arunachal-pradesh,2020,Q4,dibang valley district,444,7677
india,arunachal-pradesh,2020,Q4,west kameng district,19464,455337
india,arunachal-pradesh,2020,Q4,shi yomi district,370,5847
india,arunachal-pradesh,2020,Q4,east kameng district,3638,62876
india,arunachal-pradesh,2020,Q4,lohit district,13126,285992
india,arunachal-pradesh,2020,Q4,lepa rada district,2735,57036
india,arunachal-pradesh,2020,Q4,lower dibang valley district,7693,132469
india,arunachal-pradesh,2020,Q4,longding district,3753,87881
india,arunachal-pradesh,2020,Q4,west siang district,9911,180696
india,arunachal-pradesh,2020,Q4,kamle district,745,14866
india,arunachal-pradesh,2020,Q4,upper siang district,3497,80140
india,arunachal-pradesh,2020,Q4,kurung kumey district,1173,21168
india,arunachal-pradesh,2020,Q4,siang district,2635,48090
india,arunachal-pradesh,2020,Q4,kra daadi district,1141,27924
india,arunachal-pradesh,2020,Q4,changlang district,18203,320708
india,arunachal-pradesh,2020,Q4,pakke kessang district,593,11458
india,arunachal-pradesh,2020,Q4,east siang district,17822,349321
india,arunachal-pradesh,2020,Q4,upper subansiri district,6069,125505
india,arunachal-pradesh,2020,Q4,tawang district,10909,249095
india,arunachal-pradesh,2020,Q4,namsai district,9437,177437
india,arunachal-pradesh,2021,Q1,lower subansiri district,8044,136547
india,arunachal-pradesh,2021,Q1,tirap district,7376,136247
india,arunachal-pradesh,2021,Q1,papum pare district,84715,1553363
india,arunachal-pradesh,2021,Q1,anjaw district,2660,55283
india,arunachal-pradesh,2021,Q1,lower siang district,3594,61226
india,arunachal-pradesh,2021,Q1,dibang valley district,478,9538
india,arunachal-pradesh,2021,Q1,west kameng district,21027,483047
india,arunachal-pradesh,2021,Q1,shi yomi district,390,7228
india,arunachal-pradesh,2021,Q1,east kameng district,3990,69455
india,arunachal-pradesh,2021,Q1,lohit district,14231,295880
india,arunachal-pradesh,2021,Q1,lepa rada district,3008,68424
india,arunachal-pradesh,2021,Q1,lower dibang valley district,8402,145425
india,arunachal-pradesh,2021,Q1,longding district,4117,92482
india,arunachal-pradesh,2021,Q1,west siang district,10836,191242
india,arunachal-pradesh,2021,Q1,kamle district,814,16142
india,arunachal-pradesh,2021,Q1,upper siang district,3847,87503
india,arunachal-pradesh,2021,Q1,kurung kumey district,1287,25911
india,arunachal-pradesh,2021,Q1,siang district,2878,56271
india,arunachal-pradesh,2021,Q1,kra daadi district,1244,30137
india,arunachal-pradesh,2021,Q1,changlang district,19716,344148
india,arunachal-pradesh,2021,Q1,pakke kessang district,647,14995
india,arunachal-pradesh,2021,Q1,east siang district,19342,363085
india,arunachal-pradesh,2021,Q1,upper subansiri district,6577,122422
india,arunachal-pradesh,2021,Q1,tawang district,11778,230123
india,arunachal-pradesh,2021,Q1,namsai district,10242,200584
india,arunachal-pradesh,2021,Q2,lower subansiri district,8685,444426
india,arunachal-pradesh,2021,Q2,tirap district,7955,547430
india,arunachal-pradesh,2021,Q2,papum pare district,90871,1786163
india,arunachal-pradesh,2021,Q2,anjaw district,2866,174807
india,arunachal-pradesh,2021,Q2,lower siang district,3872,246789
india,arunachal-pradesh,2021,Q2,dibang valley district,516,77457
india,arunachal-pradesh,2021,Q2,west kameng district,22625,1490269
india,arunachal-pradesh,2021,Q2,shi yomi district,430,99619
india,arunachal-pradesh,2021,Q2,east kameng district,4314,221705
india,arunachal-pradesh,2021,Q2,lohit district,15360,1008718
india,arunachal-pradesh,2021,Q2,lepa rada district,3249,228236
india,arunachal-pradesh,2021,Q2,lower dibang valley district,9094,434361
india,arunachal-pradesh,2021,Q2,longding district,4456,495881
india,arunachal-pradesh,2021,Q2,west siang district,11657,467127
india,arunachal-pradesh,2021,Q2,kamle district,883,164726
india,arunachal-pradesh,2021,Q2,upper siang district,4145,428792
india,arunachal-pradesh,2021,Q2,kurung kumey district,1398,201782
india,arunachal-pradesh,2021,Q2,siang district,3116,410979
india,arunachal-pradesh,2021,Q2,kra daadi district,1353,150762
india,arunachal-pradesh,2021,Q2,changlang district,21404,1212334
india,arunachal-pradesh,2021,Q2,pakke kessang district,702,156638
india,arunachal-pradesh,2021,Q2,east siang district,20817,855042
india,arunachal-pradesh,2021,Q2,upper subansiri district,7057,293916
india,arunachal-pradesh,2021,Q2,tawang district,12636,830993
india,arunachal-pradesh,2021,Q2,namsai district,11111,596897
india,arunachal-pradesh,2021,Q3,lower subansiri district,9451,558377
india,arunachal-pradesh,2021,Q3,tirap district,8665,578706
india,arunachal-pradesh,2021,Q3,papum pare district,97854,2308276
india,arunachal-pradesh,2021,Q3,anjaw district,3099,267726
india,arunachal-pradesh,2021,Q3,lower siang district,4229,347190
india,arunachal-pradesh,2021,Q3,dibang valley district,571,113574
india,arunachal-pradesh,2021,Q3,west kameng district,24489,2155265
india,arunachal-pradesh,2021,Q3,shi yomi district,473,181457
india,arunachal-pradesh,2021,Q3,east kameng district,4671,265900
india,arunachal-pradesh,2021,Q3,lohit district,16680,1408514
india,arunachal-pradesh,2021,Q3,lepa rada district,3527,264771
india,arunachal-pradesh,2021,Q3,lower dibang valley district,9920,581463
india,arunachal-pradesh,2021,Q3,longding district,4890,594284
india,arunachal-pradesh,2021,Q3,west siang district,12616,544772
india,arunachal-pradesh,2021,Q3,kamle district,974,203013
india,arunachal-pradesh,2021,Q3,upper siang district,4506,556857
india,arunachal-pradesh,2021,Q3,kurung kumey district,1509,292922
india,arunachal-pradesh,2021,Q3,siang district,3396,433332
india,arunachal-pradesh,2021,Q3,kra daadi district,1475,179974
india,arunachal-pradesh,2021,Q3,changlang district,23328,1668215
india,arunachal-pradesh,2021,Q3,pakke kessang district,770,213423
india,arunachal-pradesh,2021,Q3,east siang district,22538,1086775
india,arunachal-pradesh,2021,Q3,upper subansiri district,7652,375423
india,arunachal-pradesh,2021,Q3,tawang district,13650,1355010
india,arunachal-pradesh,2021,Q3,namsai district,12140,674435
india,arunachal-pradesh,2021,Q4,lower subansiri district,10187,348485
india,arunachal-pradesh,2021,Q4,tirap district,9331,311867
india,arunachal-pradesh,2021,Q4,papum pare district,104806,3554385
india,arunachal-pradesh,2021,Q4,anjaw district,3342,125753
india,arunachal-pradesh,2021,Q4,lower siang district,4550,156209
