country,state,year,quarter,states,registered_users,apps_opened
india,nagaland,2022,Q3,peren district,6534,1704388
india,nagaland,2022,Q3,dimapur district,139011,3144275
india,nagaland,2022,Q3,zunheboto district,9128,2539990
india,nagaland,2022,Q3,wokha district,14092,3135963
india,nagaland,2022,Q4,mon district,25340,944668
india,nagaland,2022,Q4,phek district,11847,510573
india,nagaland,2022,Q4,longleng district,5473,179637
india,nagaland,2022,Q4,mokokchung district,24045,629958
india,nagaland,2022,Q4,kiphire district,6211,205395
india,nagaland,2022,Q4,kohima district,57592,2012490
india,nagaland,2022,Q4,tuensang district,13900,447454
india,nagaland,2022,Q4,peren district,6750,258849
india,nagaland,2022,Q4,dimapur district,145923,5066680
india,nagaland,2022,Q4,zunheboto district,9422,269436
india,nagaland,2022,Q4,wokha district,14702,646442
india,odisha,2018,Q1,rayagada district,21756,0
india,odisha,2018,Q1,koraput district,25395,0
india,odisha,2018,Q1,malkangiri district,5396,0
india,odisha,2018,Q1,sambalpur district,47017,0
india,odisha,2018,Q1,kalahandi district,30605,0
india,odisha,2018,Q1,anugul district,56617,0
india,odisha,2018,Q1,ganjam district,126158,0
india,odisha,2018,Q1,jajapur district,81133,0
india,odisha,2018,Q1,bargarh district,32489,0
india,odisha,2018,Q1,dhenkanal district,46024,0
india,odisha,2018,Q1,bhadrak district,58050,0
india,odisha,2018,Q1,nuapada district,8252,0
india,odisha,2018,Q1,kendujhar district,58968,0
india,odisha,2018,Q1,mayurbhanj district,50472,0
india,odisha,2018,Q1,jharsuguda district,32514,0
india,odisha,2018,Q1,kandhamal district,10809,0
india,odisha,2018,Q1,deogarh district,5322,0
india,odisha,2018,Q1,sundargarh district,75201,0
india,odisha,2018,Q1,jagatsinghapur district,49264,0
india,odisha,2018,Q1,balangir district,35271,0
india,odisha,2018,Q1,baleshwar district,100919,0
india,odisha,2018,Q1,puri district,69923,0
india,odisha,2018,Q1,sonepur district,15900,0
india,odisha,2018,Q1,khordha district,308390,0
india,odisha,2018,Q1,boudh district,9077,0
india,odisha,2018,Q1,gajapati district,9743,0
india,odisha,2018,Q1,nayagarh district,33533,0
india,odisha,2018,Q1,nabarangpur district,9466,0
india,odisha,2018,Q1,kendrapara district,44379,0
india,odisha,2018,Q1,cuttack district,135972,0
india,odisha,2018,Q2,rayagada district,29995,0
india,odisha,2018,Q2,koraput district,34769,0
india,odisha,2018,Q2,malkangiri district,7742,0
india,odisha,2018,Q2,sambalpur district,63200,0
india,odisha,2018,Q2,kalahandi district,42458,0
india,odisha,2018,Q2,anugul district,76885,0
india,odisha,2018,Q2,ganjam district,169386,0
india,odisha,2018,Q2,jajapur district,114580,0
india,odisha,2018,Q2,bargarh district,45700,0
india,odisha,2018,Q2,dhenkanal district,64424,0
india,odisha,2018,Q2,bhadrak district,81249,0
india,odisha,2018,Q2,nuapada district,11826,0
india,odisha,2018,Q2,kendujhar district,83050,0
india,odisha,2018,Q2,mayurbhanj district,71366,0
india,odisha,2018,Q2,jharsuguda district,43568,0
india,odisha,2018,Q2,kandhamal district,15002,0
india,odisha,2018,Q2,deogarh district,7264,0
india,odisha,2018,Q2,sundargarh district,102838,0
india,odisha,2018,Q2,jagatsinghapur district,69081,0
india,odisha,2018,Q2,balangir district,49147,0
india,odisha,2018,Q2,baleshwar district,139968,0
india,odisha,2018,Q2,puri district,97920,0
india,odisha,2018,Q2,sonepur district,22064,0
india,odisha,2018,Q2,khordha district,406689,0
india,odisha,2018,Q2,boudh district,12134,0
india,odisha,2018,Q2,gajapati district,13397,0
india,odisha,2018,Q2,nayagarh district,46904,0
india,odisha,2018,Q2,nabarangpur district,13372,0
india,odisha,2018,Q2,kendrapara district,62080,0
india,odisha,2018,Q2,cuttack district,187723,0
india,odisha,2018,Q3,rayagada district,38980,0
india,odisha,2018,Q3,koraput district,45191,0
india,odisha,2018,Q3,malkangiri district,10882,0
india,odisha,2018,Q3,sambalpur district,79932,0
india,odisha,2018,Q3,kalahandi district,55262,0
india,odisha,2018,Q3,anugul district,97856,0
india,odisha,2018,Q3,ganjam district,217114,0
india,odisha,2018,Q3,jajapur district,149049,0
india,odisha,2018,Q3,bargarh district,60736,0
india,odisha,2018,Q3,dhenkanal district,81576,0
india,odisha,2018,Q3,bhadrak district,105030,0
india,odisha,2018,Q3,nuapada district,15932,0
india,odisha,2018,Q3,kendujhar district,108387,0
india,odisha,2018,Q3,mayurbhanj district,92892,0
india,odisha,2018,Q3,jharsuguda district,57490,0
india,odisha,2018,Q3,kandhamal district,20022,0
india,odisha,2018,Q3,deogarh district,9725,0
india,odisha,2018,Q3,sundargarh district,130288,0
india,odisha,2018,Q3,jagatsinghapur district,87768,0
india,odisha,2018,Q3,balangir district,64699,0
india,odisha,2018,Q3,baleshwar district,180370,0
india,odisha,2018,Q3,puri district,124859,0
india,odisha,2018,Q3,sonepur district,29402,0
india,odisha,2018,Q3,khordha district,499472,0
india,odisha,2018,Q3,boudh district,16146,0
india,odisha,2018,Q3,gajapati district,17730,0
india,odisha,2018,Q3,nayagarh district,61134,0
india,odisha,2018,Q3,nabarangpur district,18387,0
india,odisha,2018,Q3,kendrapara district,80340,0
india,odisha,2018,Q3,cuttack district,239067,0
india,odisha,2018,Q4,rayagada district,51281,0
india,odisha,2018,Q4,koraput district,58321,0
india,odisha,2018,Q4,malkangiri district,15080,0
india,odisha,2018,Q4,sambalpur district,101471,0
india,odisha,2018,Q4,kalahandi district,73404,0
india,odisha,2018,Q4,anugul district,124644,0
india,odisha,2018,Q4,ganjam district,279943,0
india,odisha,2018,Q4,jajapur district,201210,0
india,odisha,2018,Q4,bargarh district,79840,0
india,odisha,2018,Q4,dhenkanal district,104500,0
india,odisha,2018,Q4,bhadrak district,141565,0
india,odisha,2018,Q4,nuapada district,21322,0
india,odisha,2018,Q4,kendujhar district,142222,0
india,odisha,2018,Q4,mayurbhanj district,119705,0
india,odisha,2018,Q4,jharsuguda district,73264,0
india,odisha,2018,Q4,kandhamal district,26556,0
india,odisha,2018,Q4,deogarh district,12875,0
india,odisha,2018,Q4,sundargarh district,166328,0
india,odisha,2018,Q4,jagatsinghapur district,114945,0
india,odisha,2018,Q4,balangir district,85126,0
india,odisha,2018,Q4,baleshwar district,231913,0
india,odisha,2018,Q4,puri district,163528,0
india,odisha,2018,Q4,sonepur district,39160,0
india,odisha,2018,Q4,khordha district,626645,0
india,odisha,2018,Q4,boudh district,22366,0
india,odisha,2018,Q4,gajapati district,23328,0
india,odisha,2018,Q4,nayagarh district,81395,0
india,odisha,2018,Q4,nabarangpur district,24855,0
india,odisha,2018,Q4,kendrapara district,106782,0
india,odisha,2018,Q4,cuttack district,310337,0
india,odisha,2019,Q1,rayagada district,62764,0
india,odisha,2019,Q1,koraput district,70168,0
india,odisha,2019,Q1,malkangiri district,18853,0
india,odisha,2019,Q1,sambalpur district,120726,0
india,odisha,2019,Q1,kalahandi district,88614,0
india,odisha,2019,Q1,anugul district,150627,0
india,odisha,2019,Q1,ganjam district,332190,0
india,odisha,2019,Q1,jajapur district,236643,0
india,odisha,2019,Q1,bargarh district,95811,0
india,odisha,2019,Q1,dhenkanal district,123780,0
india,odisha,2019,Q1,bhadrak district,166600,0
india,odisha,2019,Q1,nuapada district,26448,0
india,odisha,2019,Q1,kendujhar district,167750,0
india,odisha,2019,Q1,mayurbhanj district,141789,0
india,odisha,2019,Q1,jharsuguda district,86772,0
india,odisha,2019,Q1,kandhamal district,32425,0
india,odisha,2019,Q1,deogarh district,15760,0
india,odisha,2019,Q1,sundargarh district,198716,0
india,odisha,2019,Q1,jagatsinghapur district,138170,0
india,odisha,2019,Q1,balangir district,103334,0
india,odisha,2019,Q1,baleshwar district,271095,0
india,odisha,2019,Q1,puri district,195690,0
india,odisha,2019,Q1,sonepur district,46710,0
india,odisha,2019,Q1,khordha district,745457,0
india,odisha,2019,Q1,boudh district,27059,0
india,odisha,2019,Q1,gajapati district,29177,0
india,odisha,2019,Q1,nayagarh district,95412,0
india,odisha,2019,Q1,nabarangpur district,31360,0
india,odisha,2019,Q1,kendrapara district,128331,0
india,odisha,2019,Q1,cuttack district,372513,0
india,odisha,2019,Q2,rayagada district,72305,495755
india,odisha,2019,Q2,koraput district,81022,495742
india,odisha,2019,Q2,malkangiri district,22415,118642
india,odisha,2019,Q2,sambalpur district,135529,883414
india,odisha,2019,Q2,kalahandi district,101439,594930
india,odisha,2019,Q2,anugul district,169261,1111495
india,odisha,2019,Q2,ganjam district,373530,2473198
india,odisha,2019,Q2,jajapur district,260311,1846911
india,odisha,2019,Q2,bargarh district,108642,590814
india,odisha,2019,Q2,dhenkanal district,137527,892725
india,odisha,2019,Q2,bhadrak district,187084,1241073
india,odisha,2019,Q2,nuapada district,31028,169508
india,odisha,2019,Q2,kendujhar district,188657,1240564
india,odisha,2019,Q2,mayurbhanj district,160372,914245
india,odisha,2019,Q2,jharsuguda district,96854,666626
india,odisha,2019,Q2,kandhamal district,37163,224490
india,odisha,2019,Q2,deogarh district,18095,115108
india,odisha,2019,Q2,sundargarh district,226776,1387389
india,odisha,2019,Q2,jagatsinghapur district,153830,978199
india,odisha,2019,Q2,balangir district,117914,675453
india,odisha,2019,Q2,baleshwar district,299757,1895403
india,odisha,2019,Q2,puri district,217206,1311018
india,odisha,2019,Q2,sonepur district,51948,322469
india,odisha,2019,Q2,khordha district,826007,7930262
india,odisha,2019,Q2,boudh district,30269,181501
india,odisha,2019,Q2,gajapati district,34063,228235
india,odisha,2019,Q2,nayagarh district,106745,714824
india,odisha,2019,Q2,nabarangpur district,37091,215008
india,odisha,2019,Q2,kendrapara district,144710,977239
india,odisha,2019,Q2,cuttack district,417809,3063305
india,odisha,2019,Q3,rayagada district,81196,1883106
india,odisha,2019,Q3,koraput district,90678,1770193
india,odisha,2019,Q3,malkangiri district,25857,446171
india,odisha,2019,Q3,sambalpur district,149742,3503548
india,odisha,2019,Q3,kalahandi district,112424,2118541
india,odisha,2019,Q3,anugul district,187022,4028738
india,odisha,2019,Q3,ganjam district,414068,8383336
india,odisha,2019,Q3,jajapur district,290776,6991225
india,odisha,2019,Q3,bargarh district,119622,1973668
india,odisha,2019,Q3,dhenkanal district,150597,3279953
india,odisha,2019,Q3,bhadrak district,208757,4377167
india,odisha,2019,Q3,nuapada district,34914,568521
india,odisha,2019,Q3,kendujhar district,208218,4496490
india,odisha,2019,Q3,mayurbhanj district,176327,3166440
india,odisha,2019,Q3,jharsuguda district,106457,2336777
india,odisha,2019,Q3,kandhamal district,41900,795760
india,odisha,2019,Q3,deogarh district,19720,385807
india,odisha,2019,Q3,sundargarh district,253356,5131770
india,odisha,2019,Q3,jagatsinghapur district,171851,3598002
india,odisha,2019,Q3,balangir district,130092,2336121
india,odisha,2019,Q3,baleshwar district,329289,7191498
india,odisha,2019,Q3,puri district,247141,5911543
india,odisha,2019,Q3,sonepur district,56059,1076619
india,odisha,2019,Q3,khordha district,916565,33532118
india,odisha,2019,Q3,boudh district,33031,649830
india,odisha,2019,Q3,gajapati district,38597,854904
india,odisha,2019,Q3,nayagarh district,118109,2576604
india,odisha,2019,Q3,nabarangpur district,41265,760438
india,odisha,2019,Q3,kendrapara district,160728,3266982
india,odisha,2019,Q3,cuttack district,472851,12789586
india,odisha,2019,Q4,rayagada district,92855,2572175
india,odisha,2019,Q4,koraput district,102837,2326008
india,odisha,2019,Q4,malkangiri district,31023,632262
india,odisha,2019,Q4,sambalpur district,168622,4708646
india,odisha,2019,Q4,kalahandi district,129224,3046813
india,odisha,2019,Q4,anugul district,211167,5740433
india,odisha,2019,Q4,ganjam district,469522,12099189
india,odisha,2019,Q4,jajapur district,332074,10791411
india,odisha,2019,Q4,bargarh district,136729,3019216
india,odisha,2019,Q4,dhenkanal district,170565,5199811
india,odisha,2019,Q4,bhadrak district,243586,7595626
india,odisha,2019,Q4,nuapada district,40688,821156
india,odisha,2019,Q4,kendujhar district,234041,6256026
india,odisha,2019,Q4,mayurbhanj district,203618,4795515
india,odisha,2019,Q4,jharsuguda district,117987,3043576
india,odisha,2019,Q4,kandhamal district,48304,1084664
india,odisha,2019,Q4,deogarh district,22648,574934
india,odisha,2019,Q4,sundargarh district,284913,6637700
india,odisha,2019,Q4,jagatsinghapur district,197964,5466695
india,odisha,2019,Q4,balangir district,148963,3375561
india,odisha,2019,Q4,baleshwar district,377976,13408306
india,odisha,2019,Q4,puri district,285955,8659610
india,odisha,2019,Q4,sonepur district,62975,1776783
india,odisha,2019,Q4,khordha district,1014134,44567691
india,odisha,2019,Q4,boudh district,37879,1013838
india,odisha,2019,Q4,gajapati district,44569,1166530
india,odisha,2019,Q4,nayagarh district,135006,4436958
india,odisha,2019,Q4,nabarangpur district,48075,1054713
india,odisha,2019,Q4,kendrapara district,186668,5492952
india,odisha,2019,Q4,cuttack district,534970,18540921
india,odisha,2020,Q1,rayagada district,103064,3025726
india,odisha,2020,Q1,koraput district,113919,2622470
india,odisha,2020,Q1,malkangiri district,36017,810134
india,odisha,2020,Q1,sambalpur district,183534,4724765
india,odisha,2020,Q1,kalahandi district,142961,3197740
india,odisha,2020,Q1,anugul district,228339,5485228
india,odisha,2020,Q1,ganjam district,512643,12390552
india,odisha,2020,Q1,jajapur district,359087,9687172
india,odisha,2020,Q1,bargarh district,150139,2865892
india,odisha,2020,Q1,dhenkanal district,184164,4758117
india,odisha,2020,Q1,bhadrak district,265259,6416683
india,odisha,2020,Q1,nuapada district,46063,928386
india,odisha,2020,Q1,kendujhar district,253988,6031627
india,odisha,2020,Q1,mayurbhanj district,223893,4509442
india,odisha,2020,Q1,jharsuguda district,127804,3176128
india,odisha,2020,Q1,kandhamal district,53868,1143401
india,odisha,2020,Q1,deogarh district,25015,588130
india,odisha,2020,Q1,sundargarh district,313040,7099354
india,odisha,2020,Q1,jagatsinghapur district,216687,5184722
india,odisha,2020,Q1,balangir district,164257,3439280
india,odisha,2020,Q1,baleshwar district,410789,9737201
india,odisha,2020,Q1,puri district,311477,7876252
india,odisha,2020,Q1,sonepur district,68480,1509358
india,odisha,2020,Q1,khordha district,1083466,40264249
india,odisha,2020,Q1,boudh district,41238,931633
india,odisha,2020,Q1,gajapati district,49762,1430994
india,odisha,2020,Q1,nayagarh district,145821,3586937
india,odisha,2020,Q1,nabarangpur district,54715,1277587
india,odisha,2020,Q1,kendrapara district,205010,5058749
india,odisha,2020,Q1,cuttack district,578471,16160713
india,odisha,2020,Q2,rayagada district,114240,2859051
india,odisha,2020,Q2,koraput district,126636,2588267
india,odisha,2020,Q2,malkangiri district,41696,882743
india,odisha,2020,Q2,sambalpur district,201035,3888601
india,odisha,2020,Q2,kalahandi district,160811,3389921
india,odisha,2020,Q2,anugul district,248700,5337471
india,odisha,2020,Q2,ganjam district,560047,11974700
india,odisha,2020,Q2,jajapur district,387797,9254465
india,odisha,2020,Q2,bargarh district,167531,3024771
india,odisha,2020,Q2,dhenkanal district,200973,4661195
india,odisha,2020,Q2,bhadrak district,289015,6485760
india,odisha,2020,Q2,nuapada district,53151,1077096
india,odisha,2020,Q2,kendujhar district,277734,5986548
india,odisha,2020,Q2,mayurbhanj district,247446,4440857
india,odisha,2020,Q2,jharsuguda district,140220,3167223
india,odisha,2020,Q2,kandhamal district,61330,1296520
india,odisha,2020,Q2,deogarh district,28252,638794
india,odisha,2020,Q2,sundargarh district,346937,6566112
india,odisha,2020,Q2,jagatsinghapur district,236758,5379176
india,odisha,2020,Q2,balangir district,183430,3519674
india,odisha,2020,Q2,baleshwar district,445299,8652777
india,odisha,2020,Q2,puri district,338770,7420337
india,odisha,2020,Q2,sonepur district,75331,1530473
india,odisha,2020,Q2,khordha district,1152010,23751632
india,odisha,2020,Q2,boudh district,45662,940501
india,odisha,2020,Q2,gajapati district,55642,1371800
india,odisha,2020,Q2,nayagarh district,157747,3696555
india,odisha,2020,Q2,nabarangpur district,62742,1303051
india,odisha,2020,Q2,kendrapara district,226451,5599454
india,odisha,2020,Q2,cuttack district,624922,13997247
india,odisha,2020,Q3,rayagada district,126410,3762788
india,odisha,2020,Q3,koraput district,141282,3437166
india,odisha,2020,Q3,malkangiri district,47520,1095975
india,odisha,2020,Q3,sambalpur district,219120,5114268
india,odisha,2020,Q3,kalahandi district,178315,4193630
india,odisha,2020,Q3,anugul district,270460,6884775
india,odisha,2020,Q3,ganjam district,611699,16162114
india,odisha,2020,Q3,jajapur district,417525,11824235
india,odisha,2020,Q3,bargarh district,184711,3628788
india,odisha,2020,Q3,dhenkanal district,218003,5681950
india,odisha,2020,Q3,bhadrak district,314312,8166867
india,odisha,2020,Q3,nuapada district,59403,1258669
india,odisha,2020,Q3,kendujhar district,302384,7716764
india,odisha,2020,Q3,mayurbhanj district,270844,5578497
india,odisha,2020,Q3,jharsuguda district,152813,4003243
india,odisha,2020,Q3,kandhamal district,69124,1578514
india,odisha,2020,Q3,deogarh district,31745,770291
india,odisha,2020,Q3,sundargarh district,381666,8667464
india,odisha,2020,Q3,jagatsinghapur district,257975,6866006
india,odisha,2020,Q3,balangir district,201628,4376520
india,odisha,2020,Q3,baleshwar district,481741,11256058
india,odisha,2020,Q3,puri district,369877,9556331
india,odisha,2020,Q3,sonepur district,81435,1721885
india,odisha,2020,Q3,khordha district,1232760,37649694
india,odisha,2020,Q3,boudh district,49769,1111802
india,odisha,2020,Q3,gajapati district,62087,1854939
india,odisha,2020,Q3,nayagarh district,170588,4500388
india,odisha,2020,Q3,nabarangpur district,70877,1618683
india,odisha,2020,Q3,kendrapara district,249580,7165704
india,odisha,2020,Q3,cuttack district,676102,18393658
india,odisha,2020,Q4,rayagada district,139714,5150470
india,odisha,2020,Q4,koraput district,157029,4690755
india,odisha,2020,Q4,malkangiri district,54166,1432194
india,odisha,2020,Q4,sambalpur district,238826,6917790
india,odisha,2020,Q4,kalahandi district,196340,5296877
india,odisha,2020,Q4,anugul district,293242,8883260
india,odisha,2020,Q4,ganjam district,669973,21285202
india,odisha,2020,Q4,jajapur district,451339,15145332
india,odisha,2020,Q4,bargarh district,202272,4624350
india,odisha,2020,Q4,dhenkanal district,236599,7290490
india,odisha,2020,Q4,bhadrak district,342034,10037935
india,odisha,2020,Q4,nuapada district,66020,1553389
india,odisha,2020,Q4,kendujhar district,328498,10002591
india,odisha,2020,Q4,mayurbhanj district,295929,7049868
india,odisha,2020,Q4,jharsuguda district,166109,5191792
india,odisha,2020,Q4,kandhamal district,77202,2083608
india,odisha,2020,Q4,deogarh district,34813,953637
india,odisha,2020,Q4,sundargarh district,418311,11577951
india,odisha,2020,Q4,jagatsinghapur district,280051,8638789
india,odisha,2020,Q4,balangir district,221229,5584366
india,odisha,2020,Q4,baleshwar district,520429,13732431
india,odisha,2020,Q4,puri district,402457,12511428
india,odisha,2020,Q4,sonepur district,88176,2109317
india,odisha,2020,Q4,khordha district,1323794,53302329
india,odisha,2020,Q4,boudh district,54203,1368082
india,odisha,2020,Q4,gajapati district,69150,2495923
india,odisha,2020,Q4,nayagarh district,184916,5735089
india,odisha,2020,Q4,nabarangpur district,79855,2148731
india,odisha,2020,Q4,kendrapara district,273289,8654637
india,odisha,2020,Q4,cuttack district,732786,24636680
india,odisha,2021,Q1,rayagada district,150744,5877848
india,odisha,2021,Q1,koraput district,169607,5295303
india,odisha,2021,Q1,malkangiri district,59019,1655456
india,odisha,2021,Q1,sambalpur district,256784,8185242
india,odisha,2021,Q1,kalahandi district,211780,6105047
india,odisha,2021,Q1,anugul district,315065,9789441
india,odisha,2021,Q1,ganjam district,721311,22659997
india,odisha,2021,Q1,jajapur district,484003,16338718
india,odisha,2021,Q1,bargarh district,217540,5256946
india,odisha,2021,Q1,dhenkanal district,253469,8034030
india,odisha,2021,Q1,bhadrak district,366825,10503983
india,odisha,2021,Q1,nuapada district,71558,1824578
india,odisha,2021,Q1,kendujhar district,352967,10953093
india,odisha,2021,Q1,mayurbhanj district,318465,7758426
india,odisha,2021,Q1,jharsuguda district,178481,5914718
india,odisha,2021,Q1,kandhamal district,83432,2180242
india,odisha,2021,Q1,deogarh district,37397,1031539
india,odisha,2021,Q1,sundargarh district,450776,12987159
india,odisha,2021,Q1,jagatsinghapur district,300122,9094056
india,odisha,2021,Q1,balangir district,238380,6473331
india,odisha,2021,Q1,baleshwar district,557273,14507340
india,odisha,2021,Q1,puri district,431553,13992697
india,odisha,2021,Q1,sonepur district,94551,2395249
india,odisha,2021,Q1,khordha district,1415897,63590946
india,odisha,2021,Q1,boudh district,58177,1553860
india,odisha,2021,Q1,gajapati district,74629,2771507
india,odisha,2021,Q1,nayagarh district,198238,5903431
india,odisha,2021,Q1,nabarangpur district,86833,2514529
india,odisha,2021,Q1,kendrapara district,293287,8928474
india,odisha,2021,Q1,cuttack district,784846,27238288
india,odisha,2021,Q2,rayagada district,161874,11968717
india,odisha,2021,Q2,koraput district,182181,12614422
india,odisha,2021,Q2,malkangiri district,63880,5010275
india,odisha,2021,Q2,sambalpur district,275001,11542753
india,odisha,2021,Q2,kalahandi district,227704,12075656
india,odisha,2021,Q2,anugul district,338114,13461863
india,odisha,2021,Q2,ganjam district,772409,27608178
india,odisha,2021,Q2,jajapur district,518570,15539082
india,odisha,2021,Q2,bargarh district,233243,9225430
india,odisha,2021,Q2,dhenkanal district,271626,11854300
india,odisha,2021,Q2,bhadrak district,392928,10893119
india,odisha,2021,Q2,nuapada district,77158,4903840
india,odisha,2021,Q2,kendujhar district,379263,19018016
india,odisha,2021,Q2,mayurbhanj district,342898,14693303
india,odisha,2021,Q2,jharsuguda district,191043,6410583
india,odisha,2021,Q2,kandhamal district,89548,5961388
india,odisha,2021,Q2,deogarh district,40332,3282902
india,odisha,2021,Q2,sundargarh district,482937,18200575
india,odisha,2021,Q2,jagatsinghapur district,321155,8665991
india,odisha,2021,Q2,balangir district,256186,12318530
india,odisha,2021,Q2,baleshwar district,596366,14433914
india,odisha,2021,Q2,puri district,462146,13385190
india,odisha,2021,Q2,sonepur district,101584,4584965
india,odisha,2021,Q2,khordha district,1511068,41038670
india,odisha,2021,Q2,boudh district,62600,3741556
india,odisha,2021,Q2,gajapati district,80263,6162465
india,odisha,2021,Q2,nayagarh district,212420,8448067
india,odisha,2021,Q2,nabarangpur district,93780,7567759
india,odisha,2021,Q2,kendrapara district,313828,9803145
india,odisha,2021,Q2,cuttack district,838924,23161840
india,odisha,2021,Q3,rayagada district,174728,16760831
india,odisha,2021,Q3,koraput district,196851,19367873
india,odisha,2021,Q3,malkangiri district,69669,7180765
india,odisha,2021,Q3,sambalpur district,296251,15869804
india,odisha,2021,Q3,kalahandi district,246601,17464237
india,odisha,2021,Q3,anugul district,364818,17878073
india,odisha,2021,Q3,ganjam district,831869,33950452
india,odisha,2021,Q3,jajapur district,558822,19161874
india,odisha,2021,Q3,bargarh district,252144,13182847
india,odisha,2021,Q3,dhenkanal district,292800,15108969
india,odisha,2021,Q3,bhadrak district,423068,13467683
india,odisha,2021,Q3,nuapada district,83716,7525872
india,odisha,2021,Q3,kendujhar district,410049,25107639
india,odisha,2021,Q3,mayurbhanj district,371425,20700116
india,odisha,2021,Q3,jharsuguda district,205663,8885748
india,odisha,2021,Q3,kandhamal district,96862,9090971
india,odisha,2021,Q3,deogarh district,43737,4653968
india,odisha,2021,Q3,sundargarh district,520155,25326483
india,odisha,2021,Q3,jagatsinghapur district,345234,10720210
india,odisha,2021,Q3,balangir district,277146,17707579
india,odisha,2021,Q3,baleshwar district,641826,18593887
india,odisha,2021,Q3,puri district,497069,17210743
india,odisha,2021,Q3,sonepur district,109924,6096184
india,odisha,2021,Q3,khordha district,1618171,54826366
india,odisha,2021,Q3,boudh district,67782,5211233
india,odisha,2021,Q3,gajapati district,86765,8993662
india,odisha,2021,Q3,nayagarh district,228677,10186197
india,odisha,2021,Q3,nabarangpur district,102244,11629745
india,odisha,2021,Q3,kendrapara district,337718,11487316
india,odisha,2021,Q3,cuttack district,900706,29532377
india,odisha,2021,Q4,rayagada district,187562,11692290
india,odisha,2021,Q4,koraput district,211160,12137241
india,odisha,2021,Q4,malkangiri district,75114,3760894
india,odisha,2021,Q4,sambalpur district,317259,15914880
india,odisha,2021,Q4,kalahandi district,264773,12924135
india,odisha,2021,Q4,anugul district,390981,17480548
india,odisha,2021,Q4,ganjam district,889686,43221176
india,odisha,2021,Q4,jajapur district,598043,31222102
india,odisha,2021,Q4,bargarh district,270113,11531339
india,odisha,2021,Q4,dhenkanal district,313502,14877091
india,odisha,2021,Q4,bhadrak district,452384,20733469
india,odisha,2021,Q4,nuapada district,90146,4390762
india,odisha,2021,Q4,kendujhar district,440078,21635153
india,odisha,2021,Q4,mayurbhanj district,399076,15901243
india,odisha,2021,Q4,jharsuguda district,220010,11963212
india,odisha,2021,Q4,kandhamal district,103926,4452108
india,odisha,2021,Q4,deogarh district,47096,1991762
india,odisha,2021,Q4,sundargarh district,556973,25758922
india,odisha,2021,Q4,jagatsinghapur district,368959,17301864
india,odisha,2021,Q4,balangir district,297438,13714912
india,odisha,2021,Q4,baleshwar district,685881,28631052
india,odisha,2021,Q4,puri district,531127,26165403
india,odisha,2021,Q4,sonepur district,117909,4637687
india,odisha,2021,Q4,khordha district,1725313,103883281
india,odisha,2021,Q4,boudh district,72717,2992225
india,odisha,2021,Q4,gajapati district,93201,5454899
india,odisha,2021,Q4,nayagarh district,244622,10314176
india,odisha,2021,Q4,nabarangpur district,110406,6115274
india,odisha,2021,Q4,kendrapara district,361439,17130729
india,odisha,2021,Q4,cuttack district,962341,49421617
india,odisha,2022,Q1,rayagada district,199745,27904765
india,odisha,2022,Q1,koraput district,224651,39781670
india,odisha,2022,Q1,malkangiri district,80251,18234967
india,odisha,2022,Q1,sambalpur district,337359,22839033
india,odisha,2022,Q1,kalahandi district,282939,30504810
india,odisha,2022,Q1,anugul district,416483,17717957
india,odisha,2022,Q1,ganjam district,946066,35224808
india,odisha,2022,Q1,jajapur district,636291,13870670
india,odisha,2022,Q1,bargarh district,288188,21570405
india,odisha,2022,Q1,dhenkanal district,334288,18904610
india,odisha,2022,Q1,bhadrak district,481063,11229503
india,odisha,2022,Q1,nuapada district,96377,14268956
india,odisha,2022,Q1,kendujhar district,469295,38823385
india,odisha,2022,Q1,mayurbhanj district,426398,37004061
india,odisha,2022,Q1,jharsuguda district,234082,10212241
india,odisha,2022,Q1,kandhamal district,110888,16470623
india,odisha,2022,Q1,deogarh district,50320,8099241
india,odisha,2022,Q1,sundargarh district,592346,40157197
india,odisha,2022,Q1,jagatsinghapur district,392154,6174742
india,odisha,2022,Q1,balangir district,317138,28639512
india,odisha,2022,Q1,baleshwar district,728990,15519468
india,odisha,2022,Q1,puri district,564442,14364283
india,odisha,2022,Q1,sonepur district,125997,10956996
india,odisha,2022,Q1,khordha district,1827307,23177026
india,odisha,2022,Q1,boudh district,77892,8481506
india,odisha,2022,Q1,gajapati district,99565,16191101
india,odisha,2022,Q1,nayagarh district,260324,11960161
india,odisha,2022,Q1,nabarangpur district,117939,27644841
india,odisha,2022,Q1,kendrapara district,384475,10109615
india,odisha,2022,Q1,cuttack district,1021526,17817312
india,odisha,2022,Q2,rayagada district,211140,31430424
india,odisha,2022,Q2,koraput district,237081,47274564
india,odisha,2022,Q2,malkangiri district,84884,19891279
india,odisha,2022,Q2,sambalpur district,356271,25229949
india,odisha,2022,Q2,kalahandi district,299472,32115481
india,odisha,2022,Q2,anugul district,440242,19193666
india,odisha,2022,Q2,ganjam district,999398,39525025
india,odisha,2022,Q2,jajapur district,672209,14113435
india,odisha,2022,Q2,bargarh district,304554,23608819
india,odisha,2022,Q2,dhenkanal district,353317,22673681
india,odisha,2022,Q2,bhadrak district,507695,11401607
india,odisha,2022,Q2,nuapada district,101852,15706025
india,odisha,2022,Q2,kendujhar district,496154,42781421
india,odisha,2022,Q2,mayurbhanj district,451049,41951412
