country,state,year,quarter,transaction_type,transaction_count,total_amount
India,lakshadweep,2020,Q1,Peer-to-peer payments,2068,12463327
India,lakshadweep,2020,Q1,Merchant payments,387,216594
India,lakshadweep,2020,Q1,Others,12,33192
India,lakshadweep,2020,Q2,Recharge & bill payments,4497,1061694
India,lakshadweep,2020,Q2,Peer-to-peer payments,2176,14718605
India,lakshadweep,2020,Q2,Merchant payments,472,971609
India,lakshadweep,2020,Q2,Financial Services,60,158593
India,lakshadweep,2020,Q2,Others,15,32419
India,lakshadweep,2020,Q3,Recharge & bill payments,4696,1186947
India,lakshadweep,2020,Q3,Peer-to-peer payments,2946,19189391
India,lakshadweep,2020,Q3,Merchant payments,903,842981
India,lakshadweep,2020,Q3,Financial Services,27,45457
India,lakshadweep,2020,Q3,Others,17,42055
India,lakshadweep,2020,Q4,Recharge & bill payments,5187,1499298
India,lakshadweep,2020,Q4,Peer-to-peer payments,4741,27284123
India,lakshadweep,2020,Q4,Merchant payments,1668,1227101
India,lakshadweep,2020,Q4,Financial Services,22,13968
India,lakshadweep,2020,Q4,Others,32,86826
India,lakshadweep,2021,Q1,Peer-to-peer payments,3942,24823715
India,lakshadweep,2021,Q1,Recharge & bill payments,3541,1070209
India,lakshadweep,2021,Q1,Merchant payments,1537,1040213
India,lakshadweep,2021,Q1,Financial Services,19,15929
India,lakshadweep,2021,Q1,Others,46,92715
India,lakshadweep,2021,Q2,Recharge & bill payments,5499,1745295
India,lakshadweep,2021,Q2,Peer-to-peer payments,4069,23996417
India,lakshadweep,2021,Q2,Merchant payments,1743,1525331
India,lakshadweep,2021,Q2,Financial Services,29,15052
India,lakshadweep,2021,Q2,Others,44,101366
India,lakshadweep,2021,Q3,Peer-to-peer payments,5687,34142107
India,lakshadweep,2021,Q3,Recharge & bill payments,5153,1700287
India,lakshadweep,2021,Q3,Merchant payments,2450,2750367
India,lakshadweep,2021,Q3,Financial Services,48,137227
India,lakshadweep,2021,Q3,Others,32,73174
India,lakshadweep,2021,Q4,Peer-to-peer payments,7154,44696668
India,lakshadweep,2021,Q4,Recharge & bill payments,5355,2093901
India,lakshadweep,2021,Q4,Merchant payments,2872,4071239
India,lakshadweep,2021,Q4,Financial Services,27,19994
India,lakshadweep,2021,Q4,Others,62,116381
India,lakshadweep,2022,Q1,Peer-to-peer payments,7913,48590864
India,lakshadweep,2022,Q1,Recharge & bill payments,5334,2322580
India,lakshadweep,2022,Q1,Merchant payments,3048,3838358
India,lakshadweep,2022,Q1,Financial Services,39,38274
India,lakshadweep,2022,Q1,Others,63,149355
India,lakshadweep,2022,Q2,Peer-to-peer payments,8491,48451728
India,lakshadweep,2022,Q2,Recharge & bill payments,5366,2386144
India,lakshadweep,2022,Q2,Merchant payments,3602,4895657
India,lakshadweep,2022,Q2,Financial Services,59,87127
India,lakshadweep,2022,Q2,Others,51,108944
India,lakshadweep,2022,Q3,Peer-to-peer payments,7533,40029003
India,lakshadweep,2022,Q3,Recharge & bill payments,4441,1936538
India,lakshadweep,2022,Q3,Merchant payments,3142,5469200
India,lakshadweep,2022,Q3,Financial Services,64,63629
India,lakshadweep,2022,Q3,Others,61,81636
India,lakshadweep,2022,Q4,Peer-to-peer payments,8686,47450386
India,lakshadweep,2022,Q4,Recharge & bill payments,4557,2024739
India,lakshadweep,2022,Q4,Merchant payments,3819,5250991
India,lakshadweep,2022,Q4,Financial Services,35,26453
India,lakshadweep,2022,Q4,Others,50,61304
India,madhya-pradesh,2018,Q1,Recharge & bill payments,4404190,667057311
India,madhya-pradesh,2018,Q1,Peer-to-peer payments,2848290,7590790588
India,madhya-pradesh,2018,Q1,Financial Services,230519,43374288
India,madhya-pradesh,2018,Q1,Merchant payments,196394,170119673
India,madhya-pradesh,2018,Q1,Others,346002,210261540
India,madhya-pradesh,2018,Q2,Recharge & bill payments,5324535,1132090445
India,madhya-pradesh,2018,Q2,Peer-to-peer payments,4269392,14155603482
India,madhya-pradesh,2018,Q2,Merchant payments,397135,339308203
India,madhya-pradesh,2018,Q2,Financial Services,305553,53860331
India,madhya-pradesh,2018,Q2,Others,264797,243218603
India,madhya-pradesh,2018,Q3,Peer-to-peer payments,9988509,22057686208
India,madhya-pradesh,2018,Q3,Recharge & bill payments,5733261,1367773856
India,madhya-pradesh,2018,Q3,Merchant payments,784995,465390819
India,madhya-pradesh,2018,Q3,Financial Services,359440,46120458
India,madhya-pradesh,2018,Q3,Others,260780,212770861
India,madhya-pradesh,2018,Q4,Peer-to-peer payments,11456555,30897348664
India,madhya-pradesh,2018,Q4,Recharge & bill payments,7273502,1669345516
India,madhya-pradesh,2018,Q4,Merchant payments,2056426,1036249753
India,madhya-pradesh,2018,Q4,Financial Services,313540,43367243
India,madhya-pradesh,2018,Q4,Others,297532,259296894
India,madhya-pradesh,2019,Q1,Peer-to-peer payments,23708825,44114206183
India,madhya-pradesh,2019,Q1,Recharge & bill payments,9966905,2423593841
India,madhya-pradesh,2019,Q1,Merchant payments,3018928,1263699222
India,madhya-pradesh,2019,Q1,Financial Services,290838,28901169
India,madhya-pradesh,2019,Q1,Others,315553,239879105
India,madhya-pradesh,2019,Q2,Peer-to-peer payments,20868744,61758841793
India,madhya-pradesh,2019,Q2,Recharge & bill payments,12044969,3571897178
India,madhya-pradesh,2019,Q2,Merchant payments,7331352,2671155681
India,madhya-pradesh,2019,Q2,Financial Services,149197,18869661
India,madhya-pradesh,2019,Q2,Others,451751,313802065
India,madhya-pradesh,2019,Q3,Peer-to-peer payments,22631038,67648107703
India,madhya-pradesh,2019,Q3,Merchant payments,17163551,5147459307
India,madhya-pradesh,2019,Q3,Recharge & bill payments,13156616,4576521609
India,madhya-pradesh,2019,Q3,Financial Services,192821,25654168
India,madhya-pradesh,2019,Q3,Others,466385,278578703
India,madhya-pradesh,2019,Q4,Peer-to-peer payments,32083162,92064471161
India,madhya-pradesh,2019,Q4,Merchant payments,19447707,7304157801
India,madhya-pradesh,2019,Q4,Recharge & bill payments,16081734,5104821720
India,madhya-pradesh,2019,Q4,Financial Services,127116,24020060
India,madhya-pradesh,2019,Q4,Others,392270,190456045
India,madhya-pradesh,2020,Q1,Peer-to-peer payments,34540722,110325991607
India,madhya-pradesh,2020,Q1,Merchant payments,24618074,9898242848
India,madhya-pradesh,2020,Q1,Recharge & bill payments,19788516,6311610609
India,madhya-pradesh,2020,Q1,Financial Services,68055,30645714
India,madhya-pradesh,2020,Q1,Others,351379,170790656
India,madhya-pradesh,2020,Q2,Peer-to-peer payments,34860958,128184693854
India,madhya-pradesh,2020,Q2,Recharge & bill payments,27497528,8904067957
India,madhya-pradesh,2020,Q2,Merchant payments,13685723,10666223053
India,madhya-pradesh,2020,Q2,Financial Services,80988,62073621
India,madhya-pradesh,2020,Q2,Others,215376,104956802
India,madhya-pradesh,2020,Q3,Peer-to-peer payments,50871564,174978985034
India,madhya-pradesh,2020,Q3,Merchant payments,31879804,20621273981
India,madhya-pradesh,2020,Q3,Recharge & bill payments,25380467,9834190567
India,madhya-pradesh,2020,Q3,Financial Services,131725,122971108
India,madhya-pradesh,2020,Q3,Others,316321,144259293
India,madhya-pradesh,2020,Q4,Peer-to-peer payments,67972167,235584201864
India,madhya-pradesh,2020,Q4,Merchant payments,57707471,37315576877
India,madhya-pradesh,2020,Q4,Recharge & bill payments,27335834,10977774483
India,madhya-pradesh,2020,Q4,Financial Services,149532,132590450
India,madhya-pradesh,2020,Q4,Others,487537,264996097
India,madhya-pradesh,2021,Q1,Merchant payments,84812245,50098244499
India,madhya-pradesh,2021,Q1,Peer-to-peer payments,84070625,279938170703
India,madhya-pradesh,2021,Q1,Recharge & bill payments,32500681,13060914041
India,madhya-pradesh,2021,Q1,Financial Services,169378,161838389
India,madhya-pradesh,2021,Q1,Others,445569,274786748
India,madhya-pradesh,2021,Q2,Peer-to-peer payments,99367521,348935762191
India,madhya-pradesh,2021,Q2,Merchant payments,77113464,58839392449
India,madhya-pradesh,2021,Q2,Recharge & bill payments,46118636,17230546398
India,madhya-pradesh,2021,Q2,Financial Services,188726,177313389
India,madhya-pradesh,2021,Q2,Others,526333,317753606
India,madhya-pradesh,2021,Q3,Merchant payments,138433772,85885669792
India,madhya-pradesh,2021,Q3,Peer-to-peer payments,127654821,398912712886
India,madhya-pradesh,2021,Q3,Recharge & bill payments,44437315,19025346050
India,madhya-pradesh,2021,Q3,Financial Services,174454,180366422
India,madhya-pradesh,2021,Q3,Others,742972,408508699
India,madhya-pradesh,2021,Q4,Merchant payments,197193842,126461098235
India,madhya-pradesh,2021,Q4,Peer-to-peer payments,159649020,507118521843
India,madhya-pradesh,2021,Q4,Recharge & bill payments,46220966,22492766779
India,madhya-pradesh,2021,Q4,Financial Services,247925,246488171
India,madhya-pradesh,2021,Q4,Others,996331,568617375
India,madhya-pradesh,2022,Q1,Merchant payments,237691924,143310226696
India,madhya-pradesh,2022,Q1,Peer-to-peer payments,185008444,578201697703
India,madhya-pradesh,2022,Q1,Recharge & bill payments,48870314,25437774564
India,madhya-pradesh,2022,Q1,Financial Services,222923,219927120
India,madhya-pradesh,2022,Q1,Others,909453,495513514
India,madhya-pradesh,2022,Q2,Merchant payments,287616385,174183397721
India,madhya-pradesh,2022,Q2,Peer-to-peer payments,202093283,663180522499
India,madhya-pradesh,2022,Q2,Recharge & bill payments,54318983,29125694281
India,madhya-pradesh,2022,Q2,Financial Services,157672,153944499
India,madhya-pradesh,2022,Q2,Others,713506,381178326
India,madhya-pradesh,2022,Q3,Merchant payments,391105651,212445928287
India,madhya-pradesh,2022,Q3,Peer-to-peer payments,267013695,780650402034
India,madhya-pradesh,2022,Q3,Recharge & bill payments,72148870,39132574047
India,madhya-pradesh,2022,Q3,Financial Services,240678,236981163
India,madhya-pradesh,2022,Q3,Others,750665,442608716
India,madhya-pradesh,2022,Q4,Merchant payments,492999084,272801597092
India,madhya-pradesh,2022,Q4,Peer-to-peer payments,325467851,984255199293
India,madhya-pradesh,2022,Q4,Recharge & bill payments,79289399,45143248068
India,madhya-pradesh,2022,Q4,Financial Services,286931,278304972
India,madhya-pradesh,2022,Q4,Others,785003,521508120
India,maharashtra,2018,Q1,Recharge & bill payments,9670237,2283567431
India,maharashtra,2018,Q1,Peer-to-peer payments,5227770,18283896464
India,maharashtra,2018,Q1,Merchant payments,616779,576964070
India,maharashtra,2018,Q1,Financial Services,235051,60997258
India,maharashtra,2018,Q1,Others,637197,506188032
India,maharashtra,2018,Q2,Recharge & bill payments,12384216,3725800358
India,maharashtra,2018,Q2,Peer-to-peer payments,7772336,30782831245
India,maharashtra,2018,Q2,Merchant payments,1306326,1226121649
India,maharashtra,2018,Q2,Financial Services,262875,85545909
India,maharashtra,2018,Q2,Others,559987,536758077
India,maharashtra,2018,Q3,Recharge & bill payments,14371791,4547486090
India,maharashtra,2018,Q3,Peer-to-peer payments,13470065,45466534003
India,maharashtra,2018,Q3,Merchant payments,2797204,1702220875
India,maharashtra,2018,Q3,Financial Services,234598,52348968
India,maharashtra,2018,Q3,Others,664880,492227795
India,maharashtra,2018,Q4,Peer-to-peer payments,20824667,68974011019
India,maharashtra,2018,Q4,Recharge & bill payments,18071025,5860865070
India,maharashtra,2018,Q4,Merchant payments,6047705,3985195742
India,maharashtra,2018,Q4,Financial Services,325121,77345546
India,maharashtra,2018,Q4,Others,821705,621519669
India,maharashtra,2019,Q1,Peer-to-peer payments,37360716,97373087988
India,maharashtra,2019,Q1,Recharge & bill payments,24540041,8256500586
India,maharashtra,2019,Q1,Merchant payments,12069119,5172594695
India,maharashtra,2019,Q1,Financial Services,287569,49487746
India,maharashtra,2019,Q1,Others,821624,569019903
India,maharashtra,2019,Q2,Peer-to-peer payments,42546317,130558153687
India,maharashtra,2019,Q2,Recharge & bill payments,29395661,12197234771
India,maharashtra,2019,Q2,Merchant payments,27854042,9728561726
India,maharashtra,2019,Q2,Financial Services,182840,45291636
India,maharashtra,2019,Q2,Others,1170993,765228265
India,maharashtra,2019,Q3,Peer-to-peer payments,57991699,165731686168
India,maharashtra,2019,Q3,Merchant payments,54683738,17545729507
India,maharashtra,2019,Q3,Recharge & bill payments,34309301,15471698543
India,maharashtra,2019,Q3,Financial Services,231467,54108447
India,maharashtra,2019,Q3,Others,1519376,814284077
India,maharashtra,2019,Q4,Merchant payments,80127804,27209874138
India,maharashtra,2019,Q4,Peer-to-peer payments,78795871,227268054757
India,maharashtra,2019,Q4,Recharge & bill payments,40705998,17794666215
India,maharashtra,2019,Q4,Financial Services,129755,49622863
India,maharashtra,2019,Q4,Others,1501192,672210824
India,maharashtra,2020,Q1,Merchant payments,100337738,35200130304
India,maharashtra,2020,Q1,Peer-to-peer payments,87067410,262541205695
India,maharashtra,2020,Q1,Recharge & bill payments,50199498,21603565070
India,maharashtra,2020,Q1,Financial Services,123476,91363684
India,maharashtra,2020,Q1,Others,1215959,558931962
India,maharashtra,2020,Q2,Peer-to-peer payments,74295930,239933338682
India,maharashtra,2020,Q2,Recharge & bill payments,60856480,23112343247
India,maharashtra,2020,Q2,Merchant payments,48965388,32859184582
India,maharashtra,2020,Q2,Financial Services,206461,211733275
India,maharashtra,2020,Q2,Others,466502,242917371
India,maharashtra,2020,Q3,Peer-to-peer payments,108436214,351555554813
India,maharashtra,2020,Q3,Merchant payments,100808237,60171102123
India,maharashtra,2020,Q3,Recharge & bill payments,58082283,27915727882
India,maharashtra,2020,Q3,Financial Services,325453,333669599
India,maharashtra,2020,Q3,Others,658737,331024593
India,maharashtra,2020,Q4,Merchant payments,189845640,103804638603
India,maharashtra,2020,Q4,Peer-to-peer payments,151741840,485747881733
India,maharashtra,2020,Q4,Recharge & bill payments,64556682,31556917821
India,maharashtra,2020,Q4,Financial Services,398409,418399992
India,maharashtra,2020,Q4,Others,1078433,627692680
India,maharashtra,2021,Q1,Merchant payments,253043309,129493046208
India,maharashtra,2021,Q1,Peer-to-peer payments,187021609,599213284361
India,maharashtra,2021,Q1,Recharge & bill payments,76389103,40057211827
India,maharashtra,2021,Q1,Financial Services,439551,492900202
India,maharashtra,2021,Q1,Others,966668,630909553
India,maharashtra,2021,Q2,Merchant payments,247194293,150864465217
India,maharashtra,2021,Q2,Peer-to-peer payments,228551961,719859665693
India,maharashtra,2021,Q2,Recharge & bill payments,96271138,43154405548
India,maharashtra,2021,Q2,Financial Services,504252,536780917
India,maharashtra,2021,Q2,Others,1094842,699738247
India,maharashtra,2021,Q3,Merchant payments,390051884,216701984638
India,maharashtra,2021,Q3,Peer-to-peer payments,296951706,890860873379
India,maharashtra,2021,Q3,Recharge & bill payments,103943973,50242023586
India,maharashtra,2021,Q3,Financial Services,448646,579098938
India,maharashtra,2021,Q3,Others,1477851,873324624
India,maharashtra,2021,Q4,Merchant payments,540351277,305512280091
India,maharashtra,2021,Q4,Peer-to-peer payments,361865450,1109862480618
India,maharashtra,2021,Q4,Recharge & bill payments,105990417,58087950922
India,maharashtra,2021,Q4,Financial Services,606265,707102765
India,maharashtra,2021,Q4,Others,1918093,1188658731
India,maharashtra,2022,Q1,Merchant payments,646277671,340240479374
India,maharashtra,2022,Q1,Peer-to-peer payments,411989717,1274889182430
India,maharashtra,2022,Q1,Recharge & bill payments,108896881,64507860103
India,maharashtra,2022,Q1,Financial Services,583243,677612619
India,maharashtra,2022,Q1,Others,1758926,1084139453
India,maharashtra,2022,Q2,Merchant payments,810961772,428469294407
India,maharashtra,2022,Q2,Peer-to-peer payments,470258043,1501201968773
India,maharashtra,2022,Q2,Recharge & bill payments,124280427,75110969246
India,maharashtra,2022,Q2,Financial Services,490152,559321829
India,maharashtra,2022,Q2,Others,1542719,930827919
India,maharashtra,2022,Q3,Merchant payments,876618082,432250721734
India,maharashtra,2022,Q3,Peer-to-peer payments,483481713,1434565548650
India,maharashtra,2022,Q3,Recharge & bill payments,124545840,79360150487
India,maharashtra,2022,Q3,Financial Services,521362,571583115
India,maharashtra,2022,Q3,Others,1222420,831183386
India,maharashtra,2022,Q4,Merchant payments,1025666187,502660888415
India,maharashtra,2022,Q4,Peer-to-peer payments,535142126,1622619308526
India,maharashtra,2022,Q4,Recharge & bill payments,126118544,83576414221
India,maharashtra,2022,Q4,Financial Services,620124,699276779
India,maharashtra,2022,Q4,Others,1228291,914951674
India,manipur,2018,Q1,Recharge & bill payments,50212,6463184
India,manipur,2018,Q1,Peer-to-peer payments,26382,115495173
India,manipur,2018,Q1,Financial Services,2660,412579
India,manipur,2018,Q1,Merchant payments,1614,3616475
India,manipur,2018,Q1,Others,3201,2058760
India,manipur,2018,Q2,Recharge & bill payments,77991,11541247
India,manipur,2018,Q2,Peer-to-peer payments,60365,232157389
India,manipur,2018,Q2,Financial Services,5992,1241901
India,manipur,2018,Q2,Merchant payments,4041,5366759
India,manipur,2018,Q2,Others,3332,2902422
India,manipur,2018,Q3,Peer-to-peer payments,95204,357768750
India,manipur,2018,Q3,Recharge & bill payments,81323,13912990
India,manipur,2018,Q3,Merchant payments,7396,9180953
India,manipur,2018,Q3,Financial Services,2577,333081
India,manipur,2018,Q3,Others,2758,2135468
India,manipur,2018,Q4,Recharge & bill payments,113507,18898063
India,manipur,2018,Q4,Peer-to-peer payments,104872,562009595
India,manipur,2018,Q4,Merchant payments,13333,20685433
India,manipur,2018,Q4,Financial Services,1452,307325
India,manipur,2018,Q4,Others,2946,3783141
India,manipur,2019,Q1,Peer-to-peer payments,127067,619919870
India,manipur,2019,Q1,Recharge & bill payments,120000,22106830
India,manipur,2019,Q1,Merchant payments,15190,14580183
India,manipur,2019,Q1,Financial Services,800,174777
India,manipur,2019,Q1,Others,2352,3116398
India,manipur,2019,Q2,Peer-to-peer payments,120153,679785849
India,manipur,2019,Q2,Recharge & bill payments,116500,23573234
India,manipur,2019,Q2,Merchant payments,18044,15996651
India,manipur,2019,Q2,Financial Services,387,91955
India,manipur,2019,Q2,Others,2341,3342252
India,manipur,2019,Q3,Recharge & bill payments,180057,36634657
India,manipur,2019,Q3,Peer-to-peer payments,144965,803335616
India,manipur,2019,Q3,Merchant payments,17683,20490224
India,manipur,2019,Q3,Financial Services,358,367865
India,manipur,2019,Q3,Others,1945,2723638
India,manipur,2019,Q4,Recharge & bill payments,212136,44202546
India,manipur,2019,Q4,Peer-to-peer payments,211927,1123258478
India,manipur,2019,Q4,Merchant payments,23094,30486780
India,manipur,2019,Q4,Financial Services,548,240641
India,manipur,2019,Q4,Others,1639,2709234
India,manipur,2020,Q1,Peer-to-peer payments,451733,2458093401
India,manipur,2020,Q1,Recharge & bill payments,285234,62688260
India,manipur,2020,Q1,Merchant payments,78067,74202067
India,manipur,2020,Q1,Financial Services,622,354184
India,manipur,2020,Q1,Others,3145,3252467
India,manipur,2020,Q2,Peer-to-peer payments,533206,2980242535
India,manipur,2020,Q2,Recharge & bill payments,450830,107589094
India,manipur,2020,Q2,Merchant payments,92110,106540409
India,manipur,2020,Q2,Financial Services,1676,1457570
India,manipur,2020,Q2,Others,5246,3106603
India,manipur,2020,Q3,Peer-to-peer payments,774786,4301284799
India,manipur,2020,Q3,Recharge & bill payments,464659,113190539
India,manipur,2020,Q3,Merchant payments,170653,195132026
India,manipur,2020,Q3,Financial Services,1878,1593035
India,manipur,2020,Q3,Others,8192,4775719
India,manipur,2020,Q4,Peer-to-peer payments,892853,5172499337
India,manipur,2020,Q4,Recharge & bill payments,436450,114202616
India,manipur,2020,Q4,Merchant payments,289050,307902115
India,manipur,2020,Q4,Financial Services,1806,2448402
India,manipur,2020,Q4,Others,7693,5172086
India,manipur,2021,Q1,Peer-to-peer payments,1117829,6402367883
India,manipur,2021,Q1,Recharge & bill payments,796590,223955812
India,manipur,2021,Q1,Merchant payments,377280,433297594
India,manipur,2021,Q1,Financial Services,3398,4385333
India,manipur,2021,Q1,Others,8438,6280890
India,manipur,2021,Q2,Peer-to-peer payments,1372821,7041837917
India,manipur,2021,Q2,Recharge & bill payments,1187952,305103750
India,manipur,2021,Q2,Merchant payments,510734,531484849
India,manipur,2021,Q2,Financial Services,4165,4256098
India,manipur,2021,Q2,Others,10603,7145346
India,manipur,2021,Q3,Peer-to-peer payments,1819423,9134806594
India,manipur,2021,Q3,Recharge & bill payments,1368584,367664440
India,manipur,2021,Q3,Merchant payments,735707,889317377
India,manipur,2021,Q3,Financial Services,3460,5625517
India,manipur,2021,Q3,Others,14222,9447098
India,manipur,2021,Q4,Peer-to-peer payments,2199970,10998828287
India,manipur,2021,Q4,Recharge & bill payments,1451488,412791673
India,manipur,2021,Q4,Merchant payments,1013985,1229517397
India,manipur,2021,Q4,Financial Services,4671,5941100
India,manipur,2021,Q4,Others,17325,11393578
India,manipur,2022,Q1,Peer-to-peer payments,2517626,12169368063
India,manipur,2022,Q1,Recharge & bill payments,1528476,469035958
India,manipur,2022,Q1,Merchant payments,1247205,1489604137
India,manipur,2022,Q1,Financial Services,4878,6057615
India,manipur,2022,Q1,Others,15494,10435303
India,manipur,2022,Q2,Peer-to-peer payments,2843426,12704512238
India,manipur,2022,Q2,Merchant payments,1709547,1757831052
India,manipur,2022,Q2,Recharge & bill payments,1533778,448637966
India,manipur,2022,Q2,Financial Services,4069,4753628
India,manipur,2022,Q2,Others,14812,7175748
India,manipur,2022,Q3,Peer-to-peer payments,3127266,12927705072
India,manipur,2022,Q3,Merchant payments,1829741,2010460357
India,manipur,2022,Q3,Recharge & bill payments,1379911,432182393
India,manipur,2022,Q3,Financial Services,4524,4671353
India,manipur,2022,Q3,Others,11300,6411090
India,manipur,2022,Q4,Peer-to-peer payments,3259645,13133729481
India,manipur,2022,Q4,Merchant payments,1828984,2074698993
India,manipur,2022,Q4,Recharge & bill payments,1325391,406031254
India,manipur,2022,Q4,Financial Services,4691,5754919
India,manipur,2022,Q4,Others,9959,5742049
India,meghalaya,2018,Q1,Recharge & bill payments,31857,6028476
India,meghalaya,2018,Q1,Peer-to-peer payments,13274,55943496
India,meghalaya,2018,Q1,Merchant payments,1605,2395888
India,meghalaya,2018,Q1,Financial Services,532,144318
India,meghalaya,2018,Q1,Others,2303,1738080
India,meghalaya,2018,Q2,Recharge & bill payments,42625,9657896
India,meghalaya,2018,Q2,Peer-to-peer payments,19894,101140464
India,meghalaya,2018,Q2,Merchant payments,2929,3663446
India,meghalaya,2018,Q2,Financial Services,592,580648
India,meghalaya,2018,Q2,Others,1817,1962212
India,meghalaya,2018,Q3,Recharge & bill payments,60625,14231601
India,meghalaya,2018,Q3,Peer-to-peer payments,40832,187460582
India,meghalaya,2018,Q3,Merchant payments,5802,5458930
India,meghalaya,2018,Q3,Financial Services,748,552674
India,meghalaya,2018,Q3,Others,2283,2149872
India,meghalaya,2018,Q4,Recharge & bill payments,82962,18100891
India,meghalaya,2018,Q4,Peer-to-peer payments,58952,301941442
India,meghalaya,2018,Q4,Merchant payments,15768,14434314
India,meghalaya,2018,Q4,Financial Services,763,190875
India,meghalaya,2018,Q4,Others,2687,2918155
India,meghalaya,2019,Q1,Recharge & bill payments,98817,23006751
India,meghalaya,2019,Q1,Peer-to-peer payments,90694,358932132
India,meghalaya,2019,Q1,Merchant payments,16073,14297275
India,meghalaya,2019,Q1,Financial Services,659,62335
India,meghalaya,2019,Q1,Others,2498,2738667
India,meghalaya,2019,Q2,Recharge & bill payments,108812,27248605
India,meghalaya,2019,Q2,Peer-to-peer payments,97407,446537199
India,meghalaya,2019,Q2,Merchant payments,22588,15600927
India,meghalaya,2019,Q2,Financial Services,460,106800
India,meghalaya,2019,Q2,Others,3019,3437756
India,meghalaya,2019,Q3,Recharge & bill payments,155949,38916251
India,meghalaya,2019,Q3,Peer-to-peer payments,116168,546221812
India,meghalaya,2019,Q3,Merchant payments,31201,23461321
India,meghalaya,2019,Q3,Financial Services,421,584192
India,meghalaya,2019,Q3,Others,2811,3035023
India,meghalaya,2019,Q4,Recharge & bill payments,175084,43611775
India,meghalaya,2019,Q4,Peer-to-peer payments,163734,670870023
India,meghalaya,2019,Q4,Merchant payments,24430,25344714
India,meghalaya,2019,Q4,Financial Services,382,124511
India,meghalaya,2019,Q4,Others,2351,2485447
India,meghalaya,2020,Q1,Recharge & bill payments,226214,59666071
India,meghalaya,2020,Q1,Peer-to-peer payments,216022,1013733312
India,meghalaya,2020,Q1,Merchant payments,57245,44125206
India,meghalaya,2020,Q1,Financial Services,473,402779
India,meghalaya,2020,Q1,Others,2329,2207471
India,meghalaya,2020,Q2,Recharge & bill payments,382662,100570200
India,meghalaya,2020,Q2,Peer-to-peer payments,202270,998750895
India,meghalaya,2020,Q2,Merchant payments,46014,48980521
India,meghalaya,2020,Q2,Financial Services,1186,2944583
India,meghalaya,2020,Q2,Others,3263,2488953
India,meghalaya,2020,Q3,Recharge & bill payments,342484,97662913
India,meghalaya,2020,Q3,Peer-to-peer payments,194448,1065012681
India,meghalaya,2020,Q3,Merchant payments,55595,67511647
India,meghalaya,2020,Q3,Financial Services,1587,4049966
India,meghalaya,2020,Q3,Others,3465,2821792
India,meghalaya,2020,Q4,Recharge & bill payments,350006,102794647
India,meghalaya,2020,Q4,Peer-to-peer payments,286252,1579858348
India,meghalaya,2020,Q4,Merchant payments,111471,115136797
India,meghalaya,2020,Q4,Financial Services,1809,2774557
India,meghalaya,2020,Q4,Others,4470,3678221
India,meghalaya,2021,Q1,Peer-to-peer payments,326993,1794745857
India,meghalaya,2021,Q1,Recharge & bill payments,306634,106098525
India,meghalaya,2021,Q1,Merchant payments,108805,147747773
India,meghalaya,2021,Q1,Financial Services,1777,3981898
India,meghalaya,2021,Q1,Others,3437,2941223
India,meghalaya,2021,Q2,Recharge & bill payments,389959,129031455
India,meghalaya,2021,Q2,Peer-to-peer payments,366411,1885041503
India,meghalaya,2021,Q2,Merchant payments,147406,173894963
India,meghalaya,2021,Q2,Financial Services,1766,2306496
India,meghalaya,2021,Q2,Others,4052,3342835
India,meghalaya,2021,Q3,Peer-to-peer payments,473274,2348008593
India,meghalaya,2021,Q3,Recharge & bill payments,418429,144363692
India,meghalaya,2021,Q3,Merchant payments,199427,270311210
India,meghalaya,2021,Q3,Financial Services,1556,2379067
India,meghalaya,2021,Q3,Others,5045,3937887
India,meghalaya,2021,Q4,Peer-to-peer payments,669693,3233210261
India,meghalaya,2021,Q4,Recharge & bill payments,447310,165277548
India,meghalaya,2021,Q4,Merchant payments,314445,442464385
India,meghalaya,2021,Q4,Financial Services,1989,2464327
India,meghalaya,2021,Q4,Others,6756,5348877
India,meghalaya,2022,Q1,Peer-to-peer payments,801009,3899172008
India,meghalaya,2022,Q1,Recharge & bill payments,459530,192026788
India,meghalaya,2022,Q1,Merchant payments,405859,563004043
India,meghalaya,2022,Q1,Financial Services,2134,3019251
India,meghalaya,2022,Q1,Others,6218,5116238
India,meghalaya,2022,Q2,Peer-to-peer payments,977816,4359000096
India,meghalaya,2022,Q2,Merchant payments,591364,714995836
India,meghalaya,2022,Q2,Recharge & bill payments,467745,200896879
India,meghalaya,2022,Q2,Financial Services,1880,2406087
India,meghalaya,2022,Q2,Others,5844,4192522
India,meghalaya,2022,Q3,Peer-to-peer payments,2050942,7796315453
India,meghalaya,2022,Q3,Merchant payments,1486098,1468318733
India,meghalaya,2022,Q3,Recharge & bill payments,810017,330230375
India,meghalaya,2022,Q3,Financial Services,3504,3106775
India,meghalaya,2022,Q3,Others,8604,5329459
India,meghalaya,2022,Q4,Peer-to-peer payments,1901671,7328913724
India,meghalaya,2022,Q4,Merchant payments,1334431,1381013596
India,meghalaya,2022,Q4,Recharge & bill payments,685678,278377945
India,meghalaya,2022,Q4,Financial Services,3544,3564357
India,meghalaya,2022,Q4,Others,7124,4671532
India,mizoram,2018,Q1,Recharge & bill payments,10155,2199565
India,mizoram,2018,Q1,Peer-to-peer payments,6845,41186717
India,mizoram,2018,Q1,Merchant payments,616,1066002
India,mizoram,2018,Q1,Financial Services,260,65022
