country,state,year,quarter,transaction_type,transaction_count,total_amount
India,mizoram,2018,Q1,Others,685,709912
India,mizoram,2018,Q2,Recharge & bill payments,13550,3107406
India,mizoram,2018,Q2,Peer-to-peer payments,11427,77040044
India,mizoram,2018,Q2,Merchant payments,1310,2368711
India,mizoram,2018,Q2,Financial Services,167,60939
India,mizoram,2018,Q2,Others,597,931303
India,mizoram,2018,Q3,Peer-to-peer payments,18564,108783543
India,mizoram,2018,Q3,Recharge & bill payments,17610,4050433
India,mizoram,2018,Q3,Merchant payments,2310,2952533
India,mizoram,2018,Q3,Financial Services,240,43891
India,mizoram,2018,Q3,Others,592,770335
India,mizoram,2018,Q4,Peer-to-peer payments,26212,177049162
India,mizoram,2018,Q4,Recharge & bill payments,24533,5523702
India,mizoram,2018,Q4,Merchant payments,3699,6911586
India,mizoram,2018,Q4,Financial Services,145,35654
India,mizoram,2018,Q4,Others,653,906746
India,mizoram,2019,Q1,Peer-to-peer payments,35126,204183867
India,mizoram,2019,Q1,Recharge & bill payments,30327,6760113
India,mizoram,2019,Q1,Merchant payments,3984,6470456
India,mizoram,2019,Q1,Financial Services,133,33512
India,mizoram,2019,Q1,Others,736,712945
India,mizoram,2019,Q2,Peer-to-peer payments,37364,233471780
India,mizoram,2019,Q2,Recharge & bill payments,31903,7823562
India,mizoram,2019,Q2,Merchant payments,5646,5889316
India,mizoram,2019,Q2,Financial Services,80,14455
India,mizoram,2019,Q2,Others,678,817593
India,mizoram,2019,Q3,Recharge & bill payments,49073,12966806
India,mizoram,2019,Q3,Peer-to-peer payments,42645,257538220
India,mizoram,2019,Q3,Merchant payments,5560,7397529
India,mizoram,2019,Q3,Financial Services,94,72985
India,mizoram,2019,Q3,Others,722,818358
India,mizoram,2019,Q4,Recharge & bill payments,60511,16857122
India,mizoram,2019,Q4,Peer-to-peer payments,57109,341664291
India,mizoram,2019,Q4,Merchant payments,6939,9451111
India,mizoram,2019,Q4,Financial Services,100,20966
India,mizoram,2019,Q4,Others,580,695859
India,mizoram,2020,Q1,Recharge & bill payments,85067,24356294
India,mizoram,2020,Q1,Peer-to-peer payments,57916,356260523
India,mizoram,2020,Q1,Merchant payments,9961,10404414
India,mizoram,2020,Q1,Financial Services,119,283854
India,mizoram,2020,Q1,Others,546,772492
India,mizoram,2020,Q2,Recharge & bill payments,127592,37504550
India,mizoram,2020,Q2,Peer-to-peer payments,60021,404110075
India,mizoram,2020,Q2,Merchant payments,10056,14627463
India,mizoram,2020,Q2,Financial Services,244,434960
India,mizoram,2020,Q2,Others,549,516383
India,mizoram,2020,Q3,Recharge & bill payments,132664,40941077
India,mizoram,2020,Q3,Peer-to-peer payments,99644,634560147
India,mizoram,2020,Q3,Merchant payments,20934,30693648
India,mizoram,2020,Q3,Financial Services,535,824864
India,mizoram,2020,Q3,Others,926,924438
India,mizoram,2020,Q4,Peer-to-peer payments,141038,887252744
India,mizoram,2020,Q4,Recharge & bill payments,140297,45386403
India,mizoram,2020,Q4,Merchant payments,39676,52094800
India,mizoram,2020,Q4,Financial Services,607,855201
India,mizoram,2020,Q4,Others,989,932966
India,mizoram,2021,Q1,Peer-to-peer payments,156386,982955112
India,mizoram,2021,Q1,Recharge & bill payments,128055,45558278
India,mizoram,2021,Q1,Merchant payments,43511,70289687
India,mizoram,2021,Q1,Financial Services,648,1330632
India,mizoram,2021,Q1,Others,975,971875
India,mizoram,2021,Q2,Peer-to-peer payments,173064,995581952
India,mizoram,2021,Q2,Recharge & bill payments,161763,56059844
India,mizoram,2021,Q2,Merchant payments,57877,69528721
India,mizoram,2021,Q2,Financial Services,611,710657
India,mizoram,2021,Q2,Others,1025,993297
India,mizoram,2021,Q3,Peer-to-peer payments,224873,1290523196
India,mizoram,2021,Q3,Recharge & bill payments,177281,67493206
India,mizoram,2021,Q3,Merchant payments,74553,113697005
India,mizoram,2021,Q3,Financial Services,522,806905
India,mizoram,2021,Q3,Others,1300,1228335
India,mizoram,2021,Q4,Peer-to-peer payments,272209,1545255603
India,mizoram,2021,Q4,Recharge & bill payments,179405,67548806
India,mizoram,2021,Q4,Merchant payments,99265,154183940
India,mizoram,2021,Q4,Financial Services,695,2202285
India,mizoram,2021,Q4,Others,1755,1475104
India,mizoram,2022,Q1,Peer-to-peer payments,302740,1691281089
India,mizoram,2022,Q1,Recharge & bill payments,190137,76541062
India,mizoram,2022,Q1,Merchant payments,109669,174157725
India,mizoram,2022,Q1,Financial Services,731,1657575
India,mizoram,2022,Q1,Others,1640,1521510
India,mizoram,2022,Q2,Peer-to-peer payments,332102,1739114390
India,mizoram,2022,Q2,Recharge & bill payments,172281,70775723
India,mizoram,2022,Q2,Merchant payments,137279,191484723
India,mizoram,2022,Q2,Financial Services,656,801633
India,mizoram,2022,Q2,Others,1659,1010096
India,mizoram,2022,Q3,Peer-to-peer payments,349715,1665955694
India,mizoram,2022,Q3,Recharge & bill payments,156874,68463689
India,mizoram,2022,Q3,Merchant payments,150320,209934220
India,mizoram,2022,Q3,Financial Services,802,880187
India,mizoram,2022,Q3,Others,1327,1031819
India,mizoram,2022,Q4,Peer-to-peer payments,378295,1750113148
India,mizoram,2022,Q4,Merchant payments,164389,222455759
India,mizoram,2022,Q4,Recharge & bill payments,148573,63477925
India,mizoram,2022,Q4,Financial Services,932,949850
India,mizoram,2022,Q4,Others,1585,914402
India,nagaland,2018,Q1,Recharge & bill payments,28198,5361675
India,nagaland,2018,Q1,Peer-to-peer payments,11631,69830122
India,nagaland,2018,Q1,Merchant payments,822,1170667
India,nagaland,2018,Q1,Financial Services,399,299016
India,nagaland,2018,Q1,Others,1795,1344409
India,nagaland,2018,Q2,Recharge & bill payments,41959,9139467
India,nagaland,2018,Q2,Peer-to-peer payments,20099,140193107
India,nagaland,2018,Q2,Merchant payments,1529,2293935
India,nagaland,2018,Q2,Financial Services,379,153458
India,nagaland,2018,Q2,Others,1633,1545608
India,nagaland,2018,Q3,Recharge & bill payments,54885,12664922
India,nagaland,2018,Q3,Peer-to-peer payments,33930,223964723
India,nagaland,2018,Q3,Merchant payments,3518,3631042
India,nagaland,2018,Q3,Financial Services,460,125171
India,nagaland,2018,Q3,Others,1578,1406883
India,nagaland,2018,Q4,Recharge & bill payments,72881,16615511
India,nagaland,2018,Q4,Peer-to-peer payments,53723,358926253
India,nagaland,2018,Q4,Merchant payments,10350,10500634
India,nagaland,2018,Q4,Financial Services,587,216127
India,nagaland,2018,Q4,Others,1792,1754940
India,nagaland,2019,Q1,Recharge & bill payments,87596,20020458
India,nagaland,2019,Q1,Peer-to-peer payments,71642,411855878
India,nagaland,2019,Q1,Merchant payments,7306,8187940
India,nagaland,2019,Q1,Financial Services,430,101072
India,nagaland,2019,Q1,Others,1605,1776362
India,nagaland,2019,Q2,Recharge & bill payments,92492,21350211
India,nagaland,2019,Q2,Peer-to-peer payments,81065,487705354
India,nagaland,2019,Q2,Merchant payments,12949,8990954
India,nagaland,2019,Q2,Financial Services,286,129758
India,nagaland,2019,Q2,Others,1961,1890404
India,nagaland,2019,Q3,Recharge & bill payments,145812,33293527
India,nagaland,2019,Q3,Peer-to-peer payments,100736,601803135
India,nagaland,2019,Q3,Merchant payments,13031,13381591
India,nagaland,2019,Q3,Financial Services,210,229319
India,nagaland,2019,Q3,Others,2089,2248897
India,nagaland,2019,Q4,Recharge & bill payments,172761,39720745
India,nagaland,2019,Q4,Peer-to-peer payments,128674,777298578
India,nagaland,2019,Q4,Merchant payments,13578,15460907
India,nagaland,2019,Q4,Financial Services,499,283291
India,nagaland,2019,Q4,Others,1658,1773615
India,nagaland,2020,Q1,Recharge & bill payments,221741,53662023
India,nagaland,2020,Q1,Peer-to-peer payments,135966,821508819
India,nagaland,2020,Q1,Merchant payments,18249,17663339
India,nagaland,2020,Q1,Financial Services,528,215066
India,nagaland,2020,Q1,Others,1567,1730779
India,nagaland,2020,Q2,Recharge & bill payments,328269,85264116
India,nagaland,2020,Q2,Peer-to-peer payments,166866,1025000209
India,nagaland,2020,Q2,Merchant payments,20004,25214703
India,nagaland,2020,Q2,Financial Services,860,989239
India,nagaland,2020,Q2,Others,1567,1206234
India,nagaland,2020,Q3,Recharge & bill payments,347494,91214897
India,nagaland,2020,Q3,Peer-to-peer payments,330638,1851638119
India,nagaland,2020,Q3,Merchant payments,51912,62568884
India,nagaland,2020,Q3,Financial Services,2544,2136903
India,nagaland,2020,Q3,Others,3731,2090339
India,nagaland,2020,Q4,Peer-to-peer payments,417393,2563827858
India,nagaland,2020,Q4,Recharge & bill payments,335297,91929581
India,nagaland,2020,Q4,Merchant payments,90496,113115660
India,nagaland,2020,Q4,Financial Services,1068,1017278
India,nagaland,2020,Q4,Others,3571,3194492
India,nagaland,2021,Q1,Peer-to-peer payments,477346,2841021698
India,nagaland,2021,Q1,Recharge & bill payments,376473,110095189
India,nagaland,2021,Q1,Merchant payments,116846,151202427
India,nagaland,2021,Q1,Financial Services,1511,1929643
India,nagaland,2021,Q1,Others,3721,3201525
India,nagaland,2021,Q2,Peer-to-peer payments,526966,2847731457
India,nagaland,2021,Q2,Recharge & bill payments,453979,126962524
India,nagaland,2021,Q2,Merchant payments,144413,176831583
India,nagaland,2021,Q2,Financial Services,1624,1785915
India,nagaland,2021,Q2,Others,3809,2982482
India,nagaland,2021,Q3,Peer-to-peer payments,667633,3536780176
India,nagaland,2021,Q3,Recharge & bill payments,474693,141172028
India,nagaland,2021,Q3,Merchant payments,208387,304493279
India,nagaland,2021,Q3,Financial Services,1437,1634878
India,nagaland,2021,Q3,Others,4642,3336484
India,nagaland,2021,Q4,Peer-to-peer payments,819452,4335295237
India,nagaland,2021,Q4,Recharge & bill payments,492411,154359432
India,nagaland,2021,Q4,Merchant payments,311673,442578210
India,nagaland,2021,Q4,Financial Services,1790,2263055
India,nagaland,2021,Q4,Others,6157,4587848
India,nagaland,2022,Q1,Peer-to-peer payments,963378,4798355631
India,nagaland,2022,Q1,Recharge & bill payments,529038,175942440
India,nagaland,2022,Q1,Merchant payments,425336,563650239
India,nagaland,2022,Q1,Financial Services,2022,2503998
India,nagaland,2022,Q1,Others,6178,4499397
India,nagaland,2022,Q2,Peer-to-peer payments,1032542,4933041257
India,nagaland,2022,Q2,Merchant payments,513456,640665988
India,nagaland,2022,Q2,Recharge & bill payments,479322,162238616
India,nagaland,2022,Q2,Financial Services,1547,1519503
India,nagaland,2022,Q2,Others,4462,2819984
India,nagaland,2022,Q3,Peer-to-peer payments,990896,4568905305
India,nagaland,2022,Q3,Merchant payments,467257,642368278
India,nagaland,2022,Q3,Recharge & bill payments,430854,148324294
India,nagaland,2022,Q3,Financial Services,1479,2345498
India,nagaland,2022,Q3,Others,3627,2457117
India,nagaland,2022,Q4,Peer-to-peer payments,1314122,5888068476
India,nagaland,2022,Q4,Merchant payments,647805,906834415
India,nagaland,2022,Q4,Recharge & bill payments,508230,170028535
India,nagaland,2022,Q4,Financial Services,2104,1909585
India,nagaland,2022,Q4,Others,3944,3125371
India,odisha,2018,Q1,Recharge & bill payments,2874109,331254466
India,odisha,2018,Q1,Peer-to-peer payments,2305610,4033548999
India,odisha,2018,Q1,Financial Services,323352,58099674
India,odisha,2018,Q1,Merchant payments,129659,112301341
India,odisha,2018,Q1,Others,177091,92427728
India,odisha,2018,Q2,Peer-to-peer payments,3989202,7621288195
India,odisha,2018,Q2,Recharge & bill payments,3307545,482823290
India,odisha,2018,Q2,Financial Services,472304,67829259
India,odisha,2018,Q2,Merchant payments,257628,213530873
India,odisha,2018,Q2,Others,131465,102838720
India,odisha,2018,Q3,Peer-to-peer payments,24472139,22029087498
India,odisha,2018,Q3,Recharge & bill payments,3886392,605721781
India,odisha,2018,Q3,Financial Services,836547,97292154
India,odisha,2018,Q3,Merchant payments,729995,275532813
India,odisha,2018,Q3,Others,127082,86881527
India,odisha,2018,Q4,Peer-to-peer payments,12285028,21804268077
India,odisha,2018,Q4,Recharge & bill payments,5142124,773017649
India,odisha,2018,Q4,Merchant payments,3061813,682181415
India,odisha,2018,Q4,Financial Services,495495,55534399
India,odisha,2018,Q4,Others,158338,114868029
India,odisha,2019,Q1,Peer-to-peer payments,24117274,33342321630
India,odisha,2019,Q1,Recharge & bill payments,6713747,1120730273
India,odisha,2019,Q1,Merchant payments,2690762,821493664
India,odisha,2019,Q1,Financial Services,375910,34542738
India,odisha,2019,Q1,Others,134249,108039623
India,odisha,2019,Q2,Peer-to-peer payments,16455353,41423292021
India,odisha,2019,Q2,Recharge & bill payments,7845252,1506620072
India,odisha,2019,Q2,Merchant payments,4827067,1664621261
India,odisha,2019,Q2,Financial Services,202705,20424212
India,odisha,2019,Q2,Others,181647,139897303
India,odisha,2019,Q3,Peer-to-peer payments,18490877,51447586885
India,odisha,2019,Q3,Merchant payments,13984738,3895753253
India,odisha,2019,Q3,Recharge & bill payments,8565917,1806123698
India,odisha,2019,Q3,Financial Services,195034,31079934
India,odisha,2019,Q3,Others,185706,124033587
India,odisha,2019,Q4,Peer-to-peer payments,43284477,72966050937
India,odisha,2019,Q4,Recharge & bill payments,10629461,2290841668
India,odisha,2019,Q4,Merchant payments,10601703,4395710870
India,odisha,2019,Q4,Financial Services,323887,38782542
India,odisha,2019,Q4,Others,156105,77987614
India,odisha,2020,Q1,Peer-to-peer payments,27110930,82863844732
India,odisha,2020,Q1,Merchant payments,13269709,5738217250
India,odisha,2020,Q1,Recharge & bill payments,13083524,3253609732
India,odisha,2020,Q1,Financial Services,84037,27641460
India,odisha,2020,Q1,Others,134107,73485022
India,odisha,2020,Q2,Peer-to-peer payments,24520938,80990080777
India,odisha,2020,Q2,Recharge & bill payments,17040333,4551061364
India,odisha,2020,Q2,Merchant payments,8313965,6092753944
India,odisha,2020,Q2,Financial Services,66787,50322080
India,odisha,2020,Q2,Others,86553,48818444
India,odisha,2020,Q3,Peer-to-peer payments,34182172,107064668710
India,odisha,2020,Q3,Recharge & bill payments,17126851,5015719823
India,odisha,2020,Q3,Merchant payments,14519265,10242496366
India,odisha,2020,Q3,Financial Services,90736,84971747
India,odisha,2020,Q3,Others,114805,56087156
India,odisha,2020,Q4,Peer-to-peer payments,47588728,153208735347
India,odisha,2020,Q4,Merchant payments,27124765,19347472702
India,odisha,2020,Q4,Recharge & bill payments,17318073,5532179002
India,odisha,2020,Q4,Financial Services,106189,104419909
India,odisha,2020,Q4,Others,187195,109856053
India,odisha,2021,Q1,Peer-to-peer payments,54417515,181450436291
India,odisha,2021,Q1,Merchant payments,38180718,25201936762
India,odisha,2021,Q1,Recharge & bill payments,18633830,6552605937
India,odisha,2021,Q1,Financial Services,87263,95064023
India,odisha,2021,Q1,Others,141032,97693172
India,odisha,2021,Q2,Peer-to-peer payments,66929109,208405882369
India,odisha,2021,Q2,Merchant payments,39402607,29208847674
India,odisha,2021,Q2,Recharge & bill payments,25183699,8024323050
India,odisha,2021,Q2,Financial Services,102474,102761986
India,odisha,2021,Q2,Others,206448,122302396
India,odisha,2021,Q3,Peer-to-peer payments,85728576,251150860524
India,odisha,2021,Q3,Merchant payments,64268830,43316348173
India,odisha,2021,Q3,Recharge & bill payments,26943670,9025674783
India,odisha,2021,Q3,Financial Services,97213,112383446
India,odisha,2021,Q3,Others,324385,175452005
India,odisha,2021,Q4,Peer-to-peer payments,107560893,310704112799
India,odisha,2021,Q4,Merchant payments,99512650,63383870318
India,odisha,2021,Q4,Recharge & bill payments,26302130,10728834440
India,odisha,2021,Q4,Financial Services,133004,147526652
India,odisha,2021,Q4,Others,416689,286705478
India,odisha,2022,Q1,Peer-to-peer payments,118999900,364447461107
India,odisha,2022,Q1,Merchant payments,118108271,74302051597
India,odisha,2022,Q1,Recharge & bill payments,26083549,12133153536
India,odisha,2022,Q1,Financial Services,102802,118946014
India,odisha,2022,Q1,Others,338977,225699523
India,odisha,2022,Q2,Merchant payments,148544714,90369380298
India,odisha,2022,Q2,Peer-to-peer payments,134717859,405793657448
India,odisha,2022,Q2,Recharge & bill payments,29843263,13602640170
India,odisha,2022,Q2,Financial Services,88649,95050158
India,odisha,2022,Q2,Others,257113,174284263
India,odisha,2022,Q3,Merchant payments,188143417,102889591517
India,odisha,2022,Q3,Peer-to-peer payments,161912635,444439407187
India,odisha,2022,Q3,Recharge & bill payments,36270166,16916650473
India,odisha,2022,Q3,Financial Services,113961,114005498
India,odisha,2022,Q3,Others,247147,185902663
India,odisha,2022,Q4,Merchant payments,222167575,121470843740
India,odisha,2022,Q4,Peer-to-peer payments,186438654,512124643103
India,odisha,2022,Q4,Recharge & bill payments,36735289,18266150373
India,odisha,2022,Q4,Financial Services,132033,149681749
